Election date,Poll ID,State,Pollster,Sponsors,Poll start date,Poll end date,Source,Partisan,Method,Population type,Observations,Democratic,Republican,Other,Undecided
2008-11-04,20080236,DE,SurveyUSA,,,2008-10-28,,NonPartisan,IVR,Likely.Voters,657,63,33,0,3
2008-11-04,20080237,DE,SurveyUSA,,,2008-02-28,,NonPartisan,IVR,Registered.Voters,611,50,41,0,9
2008-11-04,20080238,DE,ARG,,,2008-09-15,,NonPartisan,Phone,Likely.Voters,600,51,40,1,8
2008-11-04,20080239,DE,Rasmussen,,,2008-10-10,,NonPartisan,IVR,Likely.Voters,500,56,41,1,2
2008-11-04,20080240,DE,FairleighDickinsonUniv,,,2008-09-21,,NonPartisan,Phone,Likely.Voters,601,56,36,1,7
2008-11-04,20080241,FL,Rasmussen,Fox,,2008-09-07,,NonPartisan,IVR,Likely.Voters,500,48,48,2,2
2008-11-04,20080242,FL,PPP,,,2008-03-16,,Partisan,IVR,Likely.Voters,618,39,50,0,11
2008-11-04,20080243,FL,PPP,,,2008-09-07,,Partisan,IVR,Likely.Voters,968,45,50,0,5
2008-11-04,20080244,FL,QuinnipiacUniv,,,2007-06-04,,NonPartisan,Phone,Registered.Voters,1174,40,41,3,11
2008-11-04,20080245,FL,Rasmussen,,,2008-09-24,,NonPartisan,IVR,Likely.Voters,700,47,48,1,4
2008-11-04,20080246,FL,WarRoomLogistics,,,2008-07-08,,NonPartisan,IVR,Registered.Voters,629,47,45,0,0
2008-11-04,20080247,FL,MasonDixon,,,2008-08-26,,NonPartisan,Phone,Likely.Voters,625,45,44,0,11
2008-11-04,20080248,FL,QuinnipiacUniv,,,2007-02-04,,NonPartisan,Phone,Registered.Voters,1003,40,42,2,13
2008-11-04,20080249,FL,StrategicVision,,,2008-11-02,,Partisan,Phone,Likely.Voters,1200,49,47,1,3
2008-11-04,20080250,FL,NationalJournal,Allstate,,2008-09-15,,NonPartisan,Phone,Registered.Voters,402,44,44,0,10
2008-11-04,20080251,FL,QuinnipiacUniv,,,2008-07-29,,NonPartisan,Phone,Likely.Voters,1248,46,44,2,7
2008-11-04,20080252,FL,InsiderAdvantage,,,2008-09-10,,NonPartisan,IVR,Likely.Voters,511,42,50,4,4
2008-11-04,20080253,FL,ARG,,,2008-09-17,,NonPartisan,Phone,Likely.Voters,600,46,46,3,5
2008-11-04,20080254,FL,Rasmussen,,,2008-02-16,,NonPartisan,IVR,Likely.Voters,500,37,53,0,0
2008-11-04,20080255,FL,Rasmussen,,,2008-10-08,,NonPartisan,IVR,Likely.Voters,700,50,47,0,3
2008-11-04,20080256,FL,Rasmussen,Fox,,2008-09-28,,NonPartisan,IVR,Likely.Voters,500,47,47,1,5
2008-11-04,20080257,FL,ARG,,,2008-06-17,,NonPartisan,Phone,Likely.Voters,600,49,44,0,7
2008-11-04,20080258,FL,QuinnipiacUniv,,,2008-04-29,,NonPartisan,Phone,Registered.Voters,1411,43,44,1,8
2008-11-04,20080259,FL,PPP,,,2008-09-28,,Partisan,IVR,Likely.Voters,941,49,46,0,6
2008-11-04,20080260,FL,Zogby,Reuters,,2008-10-26,,NonPartisan,Phone,Likely.Voters,600,47,47,0,6
2008-11-04,20080261,FL,CNN,Time,,2008-10-28,,NonPartisan,Phone,Likely.Voters,747,51,47,0,2
2008-11-04,20080262,FL,SurveyUSA,,,2008-09-17,,NonPartisan,IVR,General.Population,707,45,51,1,2
2008-11-04,20080263,FL,SouthFloridaSentinel,,,2008-10-15,,NonPartisan,Phone,Likely.Voters,600,49,45,3,3
2008-11-04,20080264,FL,InsiderAdvantage,Politico,,2008-10-22,,NonPartisan,IVR,Likely.Voters,562,48,47,0,0
2008-11-04,20080265,FL,SurveyUSA,,,2008-02-28,,NonPartisan,IVR,Registered.Voters,633,45,47,0,8
2008-11-04,20080266,FL,Zogby,,,2008-08-19,,NonPartisan,Internet,Likely.Voters,894,40,43,6,11
2008-11-04,20080267,FL,CNN,Time,,2008-09-30,,NonPartisan,Phone,Likely.Voters,770,51,47,0,3
2008-11-04,20080268,FL,Rasmussen,Fox,,2008-10-26,,NonPartisan,IVR,Likely.Voters,1000,51,47,0,1
2008-11-04,20080269,FL,Rasmussen,Fox,,2008-10-12,,NonPartisan,IVR,Likely.Voters,1000,51,46,1,2
2008-11-04,20080270,FL,QuinnipiacUniv,,,2007-09-09,,NonPartisan,Phone,Registered.Voters,1141,39,42,3,11
2008-11-04,20080271,FL,PPP,,,2008-10-19,,Partisan,IVR,Likely.Voters,1158,48,47,0,5
2008-11-04,20080272,FL,Rasmussen,,,2008-06-26,,NonPartisan,IVR,Likely.Voters,500,41,48,6,5
2008-11-04,20080273,FL,Datamar,,,2008-10-13,,NonPartisan,IVR,Registered.Voters,1328,47,42,4,7
2008-11-04,20080274,FL,StrategicVision,,,2008-06-29,,Partisan,Phone,Likely.Voters,1200,41,49,1,9
2008-11-04,20080275,FL,PPP,,,2008-11-02,,Partisan,IVR,Likely.Voters,1717,50,48,0,2
2008-11-04,20080276,FL,InsiderAdvantage,,,2008-09-30,,NonPartisan,IVR,Likely.Voters,532,49,46,1,4
2008-11-04,20080277,FL,QuinnipiacUniv,,,2007-10-08,,NonPartisan,Phone,Registered.Voters,869,39,41,2,11
2008-11-04,20080278,FL,SurveyUSA,,,2008-10-16,,NonPartisan,IVR,Likely.Voters,553,47,49,2,2
2008-11-04,20080279,FL,StrategicVision,,,2008-09-23,,Partisan,Phone,Likely.Voters,1200,45,48,2,5
2008-11-04,20080280,FL,SuffolkUniv,,,2008-09-30,,NonPartisan,Phone,Likely.Voters,600,46,42,4,8
2008-11-04,20080281,FL,Rasmussen,,,2008-07-22,,NonPartisan,IVR,Likely.Voters,500,49,47,2,2
2008-11-04,20080282,FL,QuinnipiacUniv,,,2008-08-24,,NonPartisan,Phone,Likely.Voters,1069,43,47,2,8
2008-11-04,20080283,FL,QuinnipiacUniv,,,2008-09-29,,NonPartisan,Phone,Likely.Voters,836,51,43,1,5
2008-11-04,20080284,FL,FloridaChamber,,,2008-10-27,,NonPartisan,Phone,Registered.Voters,601,45,41,3,9
2008-11-04,20080285,FL,Rasmussen,Fox,,2008-11-02,,NonPartisan,IVR,Likely.Voters,1000,49,50,0,1
2008-11-04,20080286,FL,Gfk,AP,,2008-10-26,,NonPartisan,Phone,Likely.Voters,600,45,43,4,8
2008-11-04,20080287,FL,Datamar,,,2008-10-30,,NonPartisan,IVR,Registered.Voters,995,47,47,2,4
2008-11-04,20080288,FL,InsiderAdvantage,,,2008-10-13,,NonPartisan,IVR,Likely.Voters,612,48,44,1,7
2008-11-04,20080289,FL,QuinnipiacUniv,,,2007-03-27,,NonPartisan,Phone,Registered.Voters,1061,39,45,2,7
2008-11-04,20080290,FL,Datamar,,,2008-11-02,,NonPartisan,IVR,Registered.Voters,657,47,48,2,3
2008-11-04,20080291,FL,QuinnipiacUniv,,,2008-06-16,,NonPartisan,Phone,Likely.Voters,1453,47,43,2,8
2008-11-04,20080292,FL,ARG,,,2008-09-25,,NonPartisan,Phone,Likely.Voters,600,47,46,1,7
2008-11-04,20080293,FL,SuffolkUniv,,,2008-10-26,,NonPartisan,Phone,Likely.Voters,600,49,44,1,7
2008-11-04,20080294,FL,PPP,,,2008-01-04,,Partisan,IVR,Likely.Voters,543,40,46,0,14
2008-11-04,20080295,FL,QuinnipiacUniv,,,2008-02-12,,NonPartisan,Phone,Registered.Voters,1009,39,41,4,12
2008-11-04,20080296,FL,SurveyUSA,,,2008-08-03,,NonPartisan,IVR,Registered.Voters,679,44,50,3,3
2008-11-04,20080297,FL,QuinnipiacUniv,,,2008-03-31,,NonPartisan,Phone,Registered.Voters,1136,37,46,3,9
2008-11-04,20080298,FL,FloridaChamber,,,2008-10-01,,NonPartisan,Phone,Registered.Voters,619,42,45,3,10
2008-11-04,20080299,FL,ARG,,,2008-08-20,,NonPartisan,Phone,Likely.Voters,600,46,47,0,7
2008-11-04,20080300,FL,QuinnipiacUniv,,,2008-09-26,,NonPartisan,Phone,Likely.Voters,1161,49,43,1,7
2008-11-04,20080301,FL,YouGov,,,2008-11-01,,NonPartisan,Internet,Registered.Voters,1001,49,47,2,1
2008-11-04,20080302,FL,StPeteTimes,,,2007-11-04,,NonPartisan,Phone,Registered.Voters,800,45,47,0,9
2008-11-04,20080303,FL,SurveyUSA,,,2008-11-03,,NonPartisan,IVR,Likely.Voters,691,50,47,2,1
2008-11-04,20080304,FL,SouthFloridaSentinel,,,2008-09-18,,NonPartisan,Phone,Likely.Voters,600,45,46,3,6
2008-11-04,20080305,FL,Rasmussen,,,2008-03-12,,NonPartisan,IVR,Likely.Voters,500,43,47,8,2
2008-11-04,20080306,FL,CNN,Time,,2008-10-14,,NonPartisan,Phone,Likely.Voters,765,51,46,0,2
2008-11-04,20080307,FL,QuinnipiacUniv,,,2007-04-24,,NonPartisan,Phone,Registered.Voters,987,41,41,2,13
2008-11-04,20080308,FL,FloridaChamber,Kitchens,,2008-08-21,,Partisan,Phone,Likely.Voters,605,39,42,6,13
2008-11-04,20080309,FL,Zogby,,,2008-06-30,,NonPartisan,Internet,Likely.Voters,3731,39,43,12,7
2008-11-04,20080310,FL,MasonDixon,,,2008-10-21,,NonPartisan,Phone,Likely.Voters,625,45,46,2,7
2008-11-04,20080311,FL,PPP,,,2008-08-02,,Partisan,IVR,Likely.Voters,807,44,47,0,8
2008-11-04,20080312,FL,Datamar,,,2008-10-26,,NonPartisan,IVR,Registered.Voters,630,49,44,3,3
2008-11-04,20080313,FL,QuinnipiacUniv,,,2008-10-26,,NonPartisan,Phone,Likely.Voters,1435,47,45,1,6
2008-11-04,20080314,FL,MasonDixon,,,2008-10-29,,NonPartisan,Phone,Likely.Voters,625,47,45,0,0
2008-11-04,20080315,FL,QuinnipiacUniv,,,2007-07-16,,NonPartisan,Phone,Registered.Voters,1106,42,38,3,11
2008-11-04,20080316,FL,StPeteTimes,MiamiHerald,,2008-10-22,,NonPartisan,Phone,Likely.Voters,800,49,42,0,0
2008-11-04,20080317,FL,Rasmussen,,,2008-04-10,,NonPartisan,IVR,Likely.Voters,500,38,53,7,3
2008-11-04,20080318,FL,InsiderAdvantage,,,2008-08-11,,NonPartisan,IVR,Registered.Voters,418,44,48,3,5
2008-11-04,20080319,FL,SouthFloridaSentinel,,,2008-10-08,,NonPartisan,Phone,Likely.Voters,600,49,44,3,4
2008-11-04,20080320,FL,QuinnipiacUniv,,,2007-10-22,,NonPartisan,Phone,Registered.Voters,1025,42,42,3,9
2008-11-04,20080321,FL,Hamilton,,,2008-10-15,,Partisan,Phone,Likely.Voters,700,47,43,3,7
2008-11-04,20080322,FL,MasonDixon,,,2008-02-24,,NonPartisan,Phone,Registered.Voters,625,37,47,0,16
2008-11-04,20080323,FL,StrategicVision,,,2008-08-24,,Partisan,Phone,Likely.Voters,1200,42,49,1,8
2008-11-04,20080324,FL,Zogby,,,2008-10-13,,NonPartisan,Internet,Likely.Voters,1231,48,47,0,5
2008-11-04,20080325,FL,StrategicVision,,,2008-10-22,,Partisan,Phone,Likely.Voters,1200,46,48,1,5
2008-11-04,20080326,FL,QuinnipiacUniv,,,2008-10-20,,NonPartisan,Phone,Likely.Voters,1433,49,44,1,7
2008-11-04,20080327,FL,StrategicVision,,,2008-10-08,,Partisan,Phone,Likely.Voters,1200,52,44,1,3
2008-11-04,20080328,FL,Zogby,,,2008-10-20,,NonPartisan,Internet,Likely.Voters,1252,49,45,0,5
2008-11-04,20080329,FL,Zogby,Reuters,,2008-11-03,,NonPartisan,Phone,Likely.Voters,678,49,48,0,1
2008-11-04,20080330,FL,StPeteTimes,MiamiHerald,,2008-09-17,,NonPartisan,Phone,Registered.Voters,800,45,47,0,7
2008-11-04,20080331,FL,Rasmussen,Fox,,2008-09-21,,NonPartisan,IVR,Likely.Voters,500,46,51,0,3
2008-11-04,20080332,FL,QuinnipiacUniv,,,2007-03-04,,NonPartisan,Phone,Registered.Voters,1125,39,43,2,14
2008-11-04,20080333,FL,ARG,,,2008-07-21,,NonPartisan,Phone,Likely.Voters,600,45,47,0,8
2008-11-04,20080334,FL,LATimes,Bloomberg,,2008-10-27,,NonPartisan,Phone,Likely.Voters,639,50,43,0,0
2008-11-04,20080335,FL,MasonDixon,,,2008-10-06,,NonPartisan,Phone,Likely.Voters,625,48,46,1,6
2008-11-04,20080336,FL,QuinnipiacUniv,,,2008-09-09,,NonPartisan,Phone,Likely.Voters,1032,43,50,1,6
2008-11-04,20080337,FL,Rasmussen,,,2008-08-18,,NonPartisan,IVR,Likely.Voters,700,46,48,3,3
2008-11-04,20080338,FL,Rasmussen,,,2008-06-18,,NonPartisan,IVR,Likely.Voters,500,39,47,6,8
2008-11-04,20080339,FL,QuinnipiacUniv,,,2007-06-25,,NonPartisan,Phone,Registered.Voters,949,42,42,2,10
2008-11-04,20080340,FL,Rasmussen,Fox,,2008-10-19,,NonPartisan,IVR,Likely.Voters,1000,48,49,1,2
2008-11-04,20080341,FL,MasonDixon,NBC,,2008-09-18,,NonPartisan,Phone,Likely.Voters,625,47,45,1,7
2008-11-04,20080342,FL,QuinnipiacUniv,,,2008-11-02,,NonPartisan,Phone,Likely.Voters,1773,47,45,2,6
2008-11-04,20080343,FL,PPP,,,2008-06-29,,Partisan,IVR,Likely.Voters,723,46,44,0,10
2008-11-04,20080344,FL,Rasmussen,,,2008-05-19,,NonPartisan,IVR,Likely.Voters,500,40,50,6,3
2008-11-04,20080345,FL,QuinnipiacUniv,,,2008-05-20,,NonPartisan,Phone,Registered.Voters,1419,41,45,2,8
2008-11-04,20080346,FL,Rasmussen,Fox,,2008-10-05,,NonPartisan,IVR,Likely.Voters,1000,52,45,1,2
2008-11-04,20080347,FL,ARG,,,2008-10-31,,NonPartisan,Phone,Likely.Voters,600,50,46,1,4
2008-11-04,20080348,FL,FMA,,,2008-07-28,,Partisan,Phone,Registered.Voters,1600,40,45,0,15
2008-11-04,20080349,FL,NationalJournal,Allstate,,2008-10-27,,NonPartisan,Phone,Registered.Voters,408,45,44,0,5
2008-11-04,20080350,FL,CNN,Time,,2008-09-16,,NonPartisan,Phone,Registered.Voters,907,48,48,0,4
2008-11-04,20080351,FL,Zogby,,,2008-09-12,,NonPartisan,Internet,Likely.Voters,995,42,52,0,6
2008-11-04,20080352,FL,SurveyUSA,,,2008-09-28,,NonPartisan,IVR,Likely.Voters,599,47,48,3,2
2008-11-04,20080353,FL,Rasmussen,Fox,,2008-09-14,,NonPartisan,IVR,Likely.Voters,500,44,49,4,3
2008-11-04,20080354,GA,PPP,,,2008-11-02,,Partisan,IVR,Likely.Voters,1253,48,50,2,1
2008-11-04,20080355,GA,InsiderAdvantage,,,2008-07-02,,NonPartisan,IVR,Likely.Voters,502,44,46,4,6
2008-11-04,20080356,GA,InsiderAdvantage,,,2008-06-18,,NonPartisan,IVR,Likely.Voters,408,43,44,6,7
2008-11-04,20080357,GA,InsiderAdvantage,,,2008-10-27,,NonPartisan,Phone,Likely.Voters,637,47,48,2,3
2008-11-04,20080358,GA,Rasmussen,,,2008-06-26,,NonPartisan,IVR,Likely.Voters,500,43,53,1,3
2008-11-04,20080359,GA,StrategicVision,,,2008-11-02,,Partisan,Phone,Likely.Voters,800,46,50,1,3
2008-11-04,20080360,GA,StrategicVision,,,2008-10-07,,Partisan,Phone,Likely.Voters,800,43,50,2,5
2008-11-04,20080361,GA,SurveyUSA,,,2008-09-16,,NonPartisan,IVR,Registered.Voters,684,41,57,0,2
2008-11-04,20080362,GA,Zogby,,,2008-06-30,,NonPartisan,Internet,Likely.Voters,1472,38,44,11,7
2008-11-04,20080363,GA,Research2000,DailyKos,,2008-10-30,,Partisan,Phone,Likely.Voters,600,44,47,3,6
2008-11-04,20080364,GA,Rasmussen,,,2008-08-14,,NonPartisan,IVR,Likely.Voters,500,44,53,1,2
2008-11-04,20080365,GA,POS,,,2008-09-11,,Partisan,Phone,Likely.Voters,800,35,56,1,5
2008-11-04,20080366,GA,Rasmussen,,,2008-03-20,,NonPartisan,IVR,Likely.Voters,500,40,53,4,2
2008-11-04,20080367,GA,StrategicVision,,,2008-06-29,,Partisan,Phone,Likely.Voters,800,43,51,3,3
2008-11-04,20080368,GA,InsiderAdvantage,,,2008-09-10,,NonPartisan,IVR,Likely.Voters,506,38,56,2,4
2008-11-04,20080369,GA,Rasmussen,,,2008-07-17,,NonPartisan,IVR,Likely.Voters,500,42,53,1,4
2008-11-04,20080370,GA,GQRR,DemocracyCorps,,2008-10-19,,Partisan,Phone,Likely.Voters,600,44,46,4,5
2008-11-04,20080371,GA,YouGov,,,2008-11-01,,NonPartisan,Internet,Registered.Voters,910,47,50,2,2
2008-11-04,20080372,GA,InsiderAdvantage,,,2008-11-02,,NonPartisan,Phone,Likely.Voters,512,47,48,3,2
2008-11-04,20080373,GA,InsiderAdvantage,,,2008-10-23,,NonPartisan,IVR,Likely.Voters,615,48,47,2,3
2008-11-04,20080374,GA,StrategicVision,,,2008-10-22,,Partisan,Phone,Likely.Voters,800,45,51,2,2
2008-11-04,20080375,GA,InsiderAdvantage,,,2008-09-30,,NonPartisan,IVR,Likely.Voters,561,44,50,2,4
2008-11-04,20080376,GA,Rasmussen,,,2008-09-16,,NonPartisan,IVR,Likely.Voters,500,43,54,0,3
2008-11-04,20080377,GA,MasonDixon,,,2008-10-23,,NonPartisan,Phone,Likely.Voters,625,43,49,0,0
2008-11-04,20080378,GA,SurveyUSA,,,2008-02-28,,NonPartisan,IVR,Registered.Voters,592,41,54,0,5
2008-11-04,20080379,GA,Rasmussen,,,2008-10-30,,NonPartisan,IVR,Likely.Voters,500,47,52,0,1
2008-11-04,20080380,GA,CNN,Time,,2008-10-28,,NonPartisan,Phone,Likely.Voters,690,47,52,0,1
2008-11-04,20080381,GA,Rasmussen,,,2008-05-06,,NonPartisan,IVR,Likely.Voters,500,39,53,6,2
2008-11-04,20080382,GA,SurveyUSA,,,2008-09-29,,NonPartisan,IVR,Likely.Voters,677,44,52,0,4
2008-11-04,20080383,GA,StrategicVision,,,2008-05-11,,Partisan,Phone,Likely.Voters,800,40,54,0,6
2008-11-04,20080384,GA,Research2000,DailyKos,,2008-10-15,,Partisan,Phone,Likely.Voters,600,43,49,3,5
2008-11-04,20080385,GA,StrategicVision,,,2008-09-09,,Partisan,Phone,Likely.Voters,800,39,52,3,6
2008-11-04,20080386,GA,InsiderAdvantage,,,2008-09-17,,NonPartisan,IVR,Likely.Voters,503,43,51,2,5
2008-11-04,20080387,GA,ARG,,,2008-09-21,,NonPartisan,Phone,Likely.Voters,600,39,57,0,4
2008-11-04,20080388,GA,Rasmussen,,,2008-06-04,,NonPartisan,IVR,Likely.Voters,500,41,51,6,2
2008-11-04,20080389,GA,InsiderAdvantage,,,2008-10-09,,NonPartisan,Phone,Likely.Voters,531,46,49,2,3
2008-11-04,20080390,GA,CNN,Time,,2008-10-14,,NonPartisan,Phone,Likely.Voters,718,45,53,0,1
2008-11-04,20080391,GA,Research2000,DailyKos,,2008-10-01,,Partisan,Phone,Likely.Voters,600,43,50,3,4
2008-11-04,20080392,GA,SurveyUSA,,,2008-11-02,,NonPartisan,IVR,Likely.Voters,683,45,52,0,2
2008-11-04,20080393,GA,Rasmussen,,,2008-10-22,,NonPartisan,IVR,Likely.Voters,500,46,51,0,3
2008-11-04,20080394,GA,Rasmussen,,,2008-10-07,,NonPartisan,IVR,Likely.Voters,500,45,54,0,1
2008-11-04,20080395,GA,SurveyUSA,,,2008-10-12,,NonPartisan,IVR,Likely.Voters,547,43,51,0,2
2008-11-04,20080396,GA,InsiderAdvantage,,,2008-05-20,,NonPartisan,IVR,Likely.Voters,652,35,45,8,12
2008-11-04,20080397,HI,ARG,,,2008-09-12,,NonPartisan,Phone,Likely.Voters,600,63,32,2,4
2008-11-04,20080398,HI,YouGov,,,2008-11-01,,NonPartisan,Internet,Registered.Voters,337,56,34,5,5
2008-11-04,20080399,HI,SurveyUSA,,,2008-02-29,,NonPartisan,IVR,Registered.Voters,594,61,31,0,8
2008-11-04,20080400,HI,Rasmussen,,,2008-09-23,,NonPartisan,IVR,Likely.Voters,500,68,27,2,3
2008-11-04,20080401,IA,SurveyUSA,,,2008-03-16,,NonPartisan,IVR,Registered.Voters,517,50,44,0,5
2008-11-04,20080402,IA,Rasmussen,,,2008-06-10,,NonPartisan,IVR,Likely.Voters,500,45,38,7,9
2008-11-04,20080403,IA,SurveyUSA,,,2008-02-17,,NonPartisan,IVR,Registered.Voters,563,51,41,0,8
2008-11-04,20080404,IA,Rasmussen,,,2008-07-10,,NonPartisan,IVR,Likely.Voters,500,51,41,4,4
2008-11-04,20080405,IA,SurveyUSA,,,2007-12-15,,NonPartisan,IVR,Registered.Voters,539,51,39,0,10
2008-11-04,20080407,IA,SurveyUSA,,,2008-02-28,,NonPartisan,IVR,Registered.Voters,619,50,41,0,9
2008-11-04,20080408,IA,SurveyUSA,,,2008-10-09,,NonPartisan,IVR,Likely.Voters,692,54,41,0,2
2008-11-04,20080409,IA,Research2000,,,2007-11-14,,NonPartisan,Phone,Likely.Voters,600,47,37,0,16
2008-11-04,20080410,IA,CNN,Time,,2008-09-02,,NonPartisan,Phone,Registered.Voters,828,55,40,0,5
2008-11-04,20080411,IA,Zogby,,,2008-06-30,,NonPartisan,Internet,Likely.Voters,641,42,38,12,8
2008-11-04,20080412,IA,Research2000,,,2008-04-23,,NonPartisan,Phone,Likely.Voters,600,49,41,0,10
2008-11-04,20080413,IA,Research2000,,,2008-10-29,,NonPartisan,Phone,Likely.Voters,600,53,39,3,5
2008-11-04,20080414,IA,Research2000,,,2008-09-30,,NonPartisan,Phone,Likely.Voters,600,55,39,0,6
2008-11-04,20080415,IA,Rasmussen,,,2008-05-13,,NonPartisan,IVR,Likely.Voters,500,44,42,8,5
2008-11-04,20080416,IA,SurveyUSA,,,2008-04-13,,NonPartisan,IVR,Registered.Voters,553,49,42,0,9
2008-11-04,20080417,IA,Rasmussen,,,2008-03-31,,NonPartisan,IVR,Likely.Voters,500,46,42,6,6
2008-11-04,20080418,IA,SurveyUSA,,,2008-10-29,,NonPartisan,IVR,Likely.Voters,658,55,40,0,5
2008-11-04,20080419,IA,UnivIowa,,,2008-08-13,,NonPartisan,Phone,Likely.Voters,617,50,43,0,7
2008-11-04,20080420,IA,MasonDixon,,,2008-10-23,,NonPartisan,Phone,Likely.Voters,625,51,40,0,0
2008-11-04,20080421,IA,Research2000,,,2007-07-25,,NonPartisan,Phone,Likely.Voters,600,44,36,0,20
2008-11-04,20080422,IA,Rasmussen,,,2008-02-18,,NonPartisan,IVR,Likely.Voters,500,44,41,11,4
2008-11-04,20080423,IA,SurveyUSA,,,2008-05-22,,NonPartisan,IVR,Registered.Voters,600,47,38,0,16
2008-11-04,20080424,IA,BigTen,,,2008-10-22,,NonPartisan,Phone,Likely.Voters,586,52,39,2,7
2008-11-04,20080425,IA,Selzer,DesMoinesRegister,,2008-02-20,,NonPartisan,Phone,Likely.Voters,647,53,36,4,7
2008-11-04,20080426,IA,ARG,,,2008-09-20,,NonPartisan,Phone,Likely.Voters,600,51,44,0,5
2008-11-04,20080427,IA,Rasmussen,,,2008-10-23,,NonPartisan,IVR,Likely.Voters,500,52,44,1,3
2008-11-04,20080428,IA,SurveyUSA,,,2008-06-16,,NonPartisan,IVR,Registered.Voters,528,49,45,0,6
2008-11-04,20080429,IA,Selzer,DesMoinesRegister,,2008-10-31,,NonPartisan,Phone,Likely.Voters,814,54,37,3,6
2008-11-04,20080430,IA,Research2000,,,2007-05-15,,NonPartisan,Phone,Likely.Voters,600,43,38,0,19
2008-11-04,20080431,IA,SurveyUSA,,,2007-11-11,,NonPartisan,IVR,Registered.Voters,546,50,42,0,8
2008-11-04,20080433,IA,BigTen,,,2008-09-17,,NonPartisan,Phone,Registered.Voters,643,45,45,2,9
2008-11-04,20080434,IA,MaristCollege,,,2008-10-23,,NonPartisan,Phone,Likely.Voters,645,52,42,1,5
2008-11-04,20080435,IA,Rasmussen,,,2008-09-25,,NonPartisan,IVR,Likely.Voters,700,51,43,2,5
2008-11-04,20080436,IA,SurveyUSA,,,2008-01-06,,NonPartisan,IVR,Registered.Voters,543,55,38,0,7
2008-11-04,20080437,IA,MaristCollege,,,2008-09-21,,NonPartisan,Phone,Likely.Voters,467,51,41,2,6
2008-11-04,20080438,IA,Research2000,,,2008-09-17,,NonPartisan,Phone,Likely.Voters,600,53,39,0,8
2008-11-04,20080439,IA,YouGov,,,2008-11-01,,NonPartisan,Internet,Registered.Voters,795,52,41,2,4
2008-11-04,20080440,IA,Research2000,,,2008-10-22,,NonPartisan,Phone,Likely.Voters,600,54,39,3,4
2008-11-04,20080441,IA,SurveyUSA,,,2008-09-18,,NonPartisan,IVR,General.Population,702,54,43,0,4
2008-11-04,20080442,IA,Selzer,DesMoinesRegister,,2008-09-10,,NonPartisan,Phone,Likely.Voters,616,52,40,3,5
2008-11-04,20080443,IA,Rasmussen,,,2008-08-07,,NonPartisan,IVR,Likely.Voters,500,49,44,2,5
2008-11-04,20080445,ID,SurveyUSA,,,2008-02-28,,NonPartisan,IVR,Registered.Voters,600,39,52,0,9
2008-11-04,20080446,ID,Harstad,,,2008-10-22,,Partisan,Phone,Likely.Voters,503,32,55,5,8
2008-11-04,20080447,ID,Research2000,DailyKos,,2008-09-17,,Partisan,Phone,Likely.Voters,600,33,62,0,5
2008-11-04,20080448,ID,ARG,,,2008-09-10,,NonPartisan,Phone,Likely.Voters,600,25,68,0,6
2008-11-04,20080449,ID,GregSmith,,,2008-08-22,,NonPartisan,Phone,Likely.Voters,600,29,52,2,15
2008-11-04,20080450,ID,Rasmussen,,,2008-09-09,,NonPartisan,IVR,Likely.Voters,500,29,68,1,3
2008-11-04,20080451,ID,YouGov,,,2008-11-01,,NonPartisan,Internet,Registered.Voters,372,36,59,2,3
2008-11-04,20080452,ID,Research2000,DailyKos,,2008-07-30,,Partisan,Phone,Likely.Voters,500,37,53,0,10
2008-11-04,20080453,IL,Zogby,,,2008-06-30,,NonPartisan,Internet,Likely.Voters,1514,52,32,9,7
2008-11-04,20080454,IL,Rasmussen,,,2008-10-13,,NonPartisan,IVR,Likely.Voters,500,56,39,0,3
2008-11-04,20080455,IL,ChicagoTribune,,,2008-10-18,,NonPartisan,Phone,Likely.Voters,500,56,32,3,9
2008-11-04,20080456,IL,YouGov,,,2008-11-01,,NonPartisan,Internet,Registered.Voters,783,58,39,2,1
2008-11-04,20080457,IL,BigTen,,,2008-09-17,,NonPartisan,Phone,Registered.Voters,628,53,37,2,8
2008-11-04,20080458,IL,Rasmussen,,,2008-07-08,,NonPartisan,IVR,Likely.Voters,500,50,37,4,9
2008-11-04,20080459,IL,BigTen,,,2008-10-22,,NonPartisan,Phone,Likely.Voters,586,61,32,2,5
2008-11-04,20080460,IL,Research2000,,,2008-09-18,,NonPartisan,Phone,Likely.Voters,800,56,36,0,0
2008-11-04,20080461,IL,Rasmussen,,,2008-11-01,,NonPartisan,IVR,Likely.Voters,500,60,38,0,2
2008-11-04,20080462,IL,Rasmussen,,,2008-09-17,,NonPartisan,IVR,Likely.Voters,500,56,40,2,2
2008-11-04,20080463,IL,Research2000,PostDispatch,,2008-01-24,,NonPartisan,Phone,Likely.Voters,800,58,37,0,5
2008-11-04,20080464,IL,SurveyUSA,,,2008-02-28,,NonPartisan,IVR,Registered.Voters,603,60,31,0,9
2008-11-04,20080465,IL,Rasmussen,,,2008-08-12,,NonPartisan,IVR,Likely.Voters,500,55,40,1,4
2008-11-04,20080466,IL,ARG,,,2008-09-16,,NonPartisan,Phone,Likely.Voters,600,51,45,1,4
2008-11-04,20080467,IL,Research2000,,,2008-10-23,,NonPartisan,Phone,Likely.Voters,800,59,35,0,6
