Election date,Poll ID,State,Pollster,Sponsors,Poll start date,Poll end date,Source,Partisan,Method,Population type,Observations,Democratic,Republican,Other,Undecided
2012-11-06,14074-0-0,IA,Rasmussen,,2012-06-11,2012-06-11,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/iowa/election_2012_iowa_president,Nonpartisan,Automated Phone,Likely Voters,500.0,46.0,47.0,3.0,4.0
2012-11-06,14130-0-0,IA,We Ask America,,2012-06-18,2012-06-18,http://weaskamerica.com/2012/06/20/ia-mi/,Nonpartisan,Automated Phone,Likely Voters,1086.0,45.0,44.0,0.0,11.0
2012-11-06,14368-1-0,IA,PPP (D),,2012-07-12,2012-07-15,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_IA_071612.pdf,Pollster,Automated Phone,Likely Voters,1131.0,48.0,43.0,0.0,9.0
2012-11-06,14616-0-0,IA,Rasmussen,,2012-08-08,2012-08-08,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/iowa/election_2012_iowa_president,Nonpartisan,Automated Phone,Likely Voters,500.0,44.0,46.0,5.0,6.0
2012-11-06,14816-0-0,IA,PPP (D),,2012-08-23,2012-08-26,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_IA_828.pdf,Pollster,Automated Phone,Likely Voters,1244.0,47.0,45.0,0.0,8.0
2012-11-06,15156-0-0,IA,YouGov,,2012-09-07,2012-09-14,http://cdn.yougov.com/cumulus_uploads/document/ai93035j02/cbsTabs_IA.pdf,Nonpartisan,Internet,Likely Voters,700.0,48.0,43.0,3.0,5.0
2012-11-06,15190-0-0,IA,NBC/WSJ/Marist,NBC News,2012-09-16,2012-09-18,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/_Today_Stories_Teases/NBC_Iowa.pdf,Nonpartisan,Live Phone,Likely Voters,898.0,50.0,42.0,1.0,7.0
2012-11-06,15176-0-0,IA,Rasmussen,,2012-09-19,2012-09-19,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/iowa/election_2012_iowa_president,Nonpartisan,Automated Phone,Likely Voters,500.0,44.0,47.0,3.0,5.0
2012-11-06,15274-0-0,IA,ARG,,2012-09-20,2012-09-23,http://americanresearchgroup.com/pres2012/IA12.html,Nonpartisan,Live Phone,Likely Voters,600.0,51.0,44.0,1.0,4.0
2012-11-06,15408-0-0,IA,Des Moines Register/Selzer,,2012-09-23,2012-09-26,http://blogs.desmoinesregister.com/dmr/index.php/2012/09/29/des-moines-register-iowa-poll-obama-leads-romney-by-4-points/,Nonpartisan,Live Phone,Likely Voters,650.0,49.0,45.0,4.0,2.0
2012-11-06,15380-0-0,IA,Voter/Consumer Research (R-The Iowa Republican),,2012-09-23,2012-09-25,http://theiowarepublican.com/2012/romney-leads-obama-in-latest-tir-poll/,Sponsor,Live Phone,Registered Voters,500.0,46.0,47.0,2.0,5.0
2012-11-06,15338-0-0,IA,PPP (D),,2012-09-24,2012-09-26,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_IA_926.pdf,Pollster,Automated Phone,Likely Voters,754.0,51.0,44.0,0.0,5.0
2012-11-06,15422-0-0,IA,We Ask America,,2012-09-25,2012-09-27,http://weaskamerica.com/2012/10/01/heartland/,Nonpartisan,Automated Phone,Likely Voters,1273.0,48.0,44.0,2.0,7.0
2012-11-06,15848-0-0,IA,YouGov,,2012-10-04,2012-10-11,http://today.yougov.com/news/2012/10/16/iowa/,Nonpartisan,Internet,Likely Voters,545.0,50.0,46.0,1.0,3.0
2012-11-06,15582-0-0,IA,Rasmussen,,2012-10-07,2012-10-07,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/iowa/election_2012_iowa_president,Nonpartisan,Automated Phone,Likely Voters,500.0,49.0,47.0,1.0,2.0
2012-11-06,15783-0-0,IA,ARG,,2012-10-11,2012-10-14,http://americanresearchgroup.com/pres2012/IA12.html,Nonpartisan,Live Phone,Likely Voters,600.0,48.0,48.0,1.0,3.0
2012-11-06,15939-0-0,IA,NBC/WSJ/Marist,NBC News,2012-10-15,2012-10-17,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/_Today_Stories_Teases/NBC-News-WSJ-Marist-Poll-Iowa-October-18.pdf,Nonpartisan,Live Phone,Likely Voters,1137.0,51.0,43.0,2.0,4.0
2012-11-06,15822-0-0,IA,We Ask America,,2012-10-15,2012-10-15,http://weaskamerica.com/2012/10/16/ia-co/,Nonpartisan,Automated Phone,Likely Voters,1499.0,49.0,46.0,1.0,4.0
2012-11-06,15963-0-0,IA,PPP (D),,2012-10-17,2012-10-19,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_IANH_1019.pdf,Pollster,Automated Phone,Likely Voters,869.0,48.0,49.0,0.0,4.0
2012-11-06,16414-0-0,IA,U of Iowa,,2012-10-18,2012-10-27,http://now.uiowa.edu/2012/10/tight-race,Nonpartisan,Live Phone,Likely Voters,320.0,44.0,45.0,4.0,6.0
2012-11-06,16010-0-0,IA,PPP (D-Health Care for America Now),,2012-10-18,2012-10-19,http://www.publicpolicypolling.com/pdf/2011/IowaPollingMemo.pdf,Sponsor,Automated Phone,Likely Voters,660.0,49.0,48.0,0.0,3.0
2012-11-06,16028-0-0,IA,Rasmussen,,2012-10-21,2012-10-21,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/iowa/election_2012_iowa_president,Nonpartisan,Automated Phone,Likely Voters,500.0,48.0,48.0,1.0,2.0
2012-11-06,16158-1-0,IA,PPP (D-Health Care for America Now),,2012-10-23,2012-10-24,http://www.publicpolicypolling.com/pdf/2011/IowaWisconsinPollingMemo102512.pdf,Sponsor,Automated Phone,Likely Voters,690.0,49.0,47.0,0.0,4.0
2012-11-06,16180-0-0,IA,Gravis Marketing,,2012-10-24,2012-10-24,http://www.gravispolls.com/2012/10/iowa-public-opinion-poll-shows-obama.html,Nonpartisan,Automated Phone,Likely Voters,517.0,50.0,46.0,0.0,4.0
2012-11-06,16396-0-0,IA,NBC/WSJ/Marist,NBC News,2012-10-28,2012-10-29,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/Iowa_poll.pdf,Nonpartisan,Live Phone,Likely Voters,1142.0,50.0,44.0,2.0,4.0
2012-11-06,16353-0-0,IA,PPP (D-Health Care for America Now),,2012-10-29,2012-10-30,http://www.publicpolicypolling.com/pdf/2011/IowaWisconsinPollingMemo103112.pdf,Sponsor,Automated Phone,Likely Voters,676.0,50.0,45.0,0.0,4.0
2012-11-06,16527-0-0,IA,Des Moines Register/Selzer,,2012-10-30,2012-11-02,http://blogs.desmoinesregister.com/dmr/index.php/2012/11/03/iowa-poll-final-stretch-in-iowa-gives-edge-to-obama/article?gcheck=1&nclick_check=1,Nonpartisan,Live Phone,Likely Voters,800.0,47.0,42.0,0.0,0.0
2012-11-06,16494-0-0,IA,Mellman (D-Americans United for Change),,2012-10-30,2012-11-01,http://www.scribd.com/doc/111960215/12mem1102-f-IA-Presidential,Sponsor,Live Phone,Likely Voters,600.0,46.0,44.0,0.0,10.0
2012-11-06,16427-0-0,IA,Rasmussen,,2012-10-30,2012-10-30,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/iowa/election_2012_iowa_president,Nonpartisan,Automated Phone,Likely Voters,750.0,48.0,49.0,2.0,1.0
2012-11-06,16394-0-0,IA,We Ask America,,2012-10-30,2012-10-30,http://weaskamerica.com/2012/10/31/hot-off-the-presses/,Nonpartisan,Automated Phone,Likely Voters,1174.0,49.0,47.0,4.0,0.0
2012-11-06,16582-0-0,IA,YouGov,,2012-10-31,2012-11-03,http://today.yougov.com/news/2012/11/04/iowa/,Nonpartisan,Internet,Likely Voters,1040.0,48.0,47.0,2.0,3.0
2012-11-06,16456-0-0,IA,Gravis Marketing,,2012-11-01,2012-11-01,http://www.gravispolls.com/2012/11/final-iowa-public-opinion-poll2012.html,Nonpartisan,Automated Phone,Likely Voters,594.0,49.0,45.0,0.0,6.0
2012-11-06,16637-0-0,IA,ARG,,2012-11-02,2012-11-04,http://americanresearchgroup.com/pres2012/IA12.html,Nonpartisan,Live Phone,Likely Voters,600.0,48.0,49.0,1.0,2.0
2012-11-06,16599-0-0,IA,PPP (D),,2012-11-03,2012-11-04,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_IANH_1104.pdf,Pollster,Automated Phone,Likely Voters,1122.0,50.0,48.0,0.0,2.0
2012-11-06,15826-0-0,ID,Mason-Dixon/Idaho Statesman,,2012-10-08,2012-10-10,http://www.idahostatesman.com/2012/10/14/2309351/ed-laws-face-stiff-uphill-battle1.html,Nonpartisan,Live Phone,Likely Voters,625.0,27.0,63.0,4.0,6.0
2012-11-06,13446-0-0,IL,Chicago Tribune,,2012-02-02,2012-02-06,http://articles.chicagotribune.com/2012-02-08/news/ct-met-0209-obama-poll-20120210_1_illinois-voters-barack-obama-wgn-tv-poll,Nonpartisan,Live Phone,Registered Voters,600.0,56.0,35.0,0.0,9.0
2012-11-06,14473-0-0,IL,Ipsos/Crain's Business Journal,,2012-07-16,2012-07-22,http://www.chicagobusiness.com/article/20120726/BLOGS02/120729826/obama-holds-20-point-margin-over-romney-in-illinois#ixzz21kduRYrK,Nonpartisan,Internet,Adults,600.0,51.0,31.0,0.0,14.0
2012-11-06,14839-0-0,IL,Ipsos/Crain's Business Journal,,2012-08-17,2012-08-23,http://www.chicagobusiness.com/article/20120829/BLOGS02/120829788/obama-widens-home-state-lead-over-romney,Nonpartisan,Internet,Adults,600.0,55.0,29.0,0.0,16.0
2012-11-06,15079-0-0,IL,Southern Illinois U,,2012-09-04,2012-09-10,http://capitolfax.com/TheSimonPollFall2012.pdf,Nonpartisan,Live Phone,Registered Voters,1261.0,47.0,34.0,3.0,16.0
2012-11-06,14961-0-0,IL,We Ask America,,2012-09-05,2012-09-05,http://swnewsherald.com/despite-dem-optimism-obama-is-in-tight-race-p2035-1.htm,Nonpartisan,Automated Phone,Likely Voters,1382.0,54.0,37.0,3.0,6.0
2012-11-06,15228-0-0,IL,YouGov,,2012-09-07,2012-09-14,http://cdn.yougov.com/cumulus_uploads/document/pwpwjt1405/Tabs_IL.pdf,Nonpartisan,Internet,Likely Voters,1068.0,59.0,36.0,2.0,3.0
2012-11-06,15851-0-0,IL,YouGov,,2012-10-04,2012-10-11,http://today.yougov.com/news/2012/10/16/illinois,Nonpartisan,Internet,Likely Voters,849.0,58.0,38.0,1.0,3.0
2012-11-06,15708-0-0,IL,Chicago Tribune/WGN,Chicago Tribune,2012-10-04,2012-10-08,"http://www.chicagotribune.com/news/local/ct-met-obama-romney-illinois-1011-20121011,0,5710749.story",Nonpartisan,Live Phone,Likely Voters,700.0,55.0,36.0,4.0,5.0
2012-11-06,16359-0-0,IL,We Ask America,,2012-10-30,2012-10-30,http://weaskamerica.com/2012/10/31/favorite-son/,Nonpartisan,Automated Phone,Likely Voters,1198.0,57.0,41.0,2.0,0.0
2012-11-06,16574-0-0,IL,YouGov,,2012-10-31,2012-11-03,http://today.yougov.com/news/2012/11/04/illinois/,Nonpartisan,Internet,Likely Voters,1126.0,57.0,38.0,2.0,3.0
2012-11-06,13470-0-0,IN,Howey-Depauw,Howey Politics,2012-03-26,2012-03-28,http://howeypolitics.com/main.asp?SectionID=39&SubSectionID=123&ArticleID=7615,Nonpartisan,Live Phone,Likely Voters,503.0,40.0,49.0,0.0,0.0
2012-11-06,13924-0-0,IN,Rasmussen,,2012-05-23,2012-05-24,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/indiana/election_2012_indiana_president,Nonpartisan,Internet,Likely Voters,600.0,42.0,48.0,5.0,5.0
2012-11-06,14601-0-0,IN,Rasmussen,,2012-07-31,2012-08-01,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/indiana/election_2012_indiana_president,Nonpartisan,Mixed,Likely Voters,400.0,35.0,51.0,3.0,11.0
2012-11-06,15223-0-0,IN,YouGov,,2012-09-07,2012-09-14,http://cdn.yougov.com/cumulus_uploads/document/e15b4u6lkx/Tabs_IN.pdf,Nonpartisan,Internet,Likely Voters,658.0,45.0,50.0,2.0,3.0
2012-11-06,15080-1-0,IN,Global Strategy Group (D-Donnelly),,2012-09-10,2012-09-12,http://files.www.joeforindiana.com/IN_SEN_Memo_9.14.12_d2.pdf,Sponsor,Live Phone,Likely Voters,800.0,41.0,47.0,0.0,0.0
2012-11-06,15346-0-0,IN,Howey-Depauw,Howey Politics,2012-09-19,2012-09-23,http://howeypolitics.com/index.asp,Nonpartisan,Live Phone,Likely Voters,800.0,40.0,52.0,0.0,0.0
2012-11-06,15863-0-0,IN,YouGov,,2012-10-04,2012-10-11,http://today.yougov.com/news/2012/10/16/indiana/,Nonpartisan,Internet,Likely Voters,494.0,41.0,53.0,2.0,3.0
2012-11-06,15830-0-0,IN,Rasmussen,,2012-10-10,2012-10-11,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/indiana/election_2012_indiana_president,Nonpartisan,Mixed,Likely Voters,600.0,41.0,54.0,1.0,4.0
2012-11-06,16187-0-0,IN,McLaughlin (R-Mourdock),,2012-10-24,2012-10-25,http://www.scribd.com/doc/111224366/IN-Sen-McLaughlin-for-Mourdock-Oct-2012,Sponsor,Live Phone,Likely Voters,600.0,41.0,55.0,0.0,4.0
2012-11-06,16323-0-0,IN,Pharos Research Group,,2012-10-26,2012-10-28,http://www.pharosresearchgroup.com/Home/Indiana.pdf,Nonpartisan,Live Phone,Likely Voters,753.0,42.0,55.0,0.0,0.0
2012-11-06,16372-1-0,IN,McLaughlin (R-Mourdock),,2012-10-29,2012-10-30,http://www.washingtonpost.com/blogs/the-fix/files/2012/10/IN-Senate-Memo-10-30-12.pdf,Sponsor,Live Phone,Likely Voters,600.0,39.0,57.0,0.0,4.0
2012-11-06,16590-0-0,IN,YouGov,,2012-10-31,2012-11-03,http://today.yougov.com/news/2012/11/04/indiana/,Nonpartisan,Internet,Likely Voters,768.0,44.0,51.0,2.0,4.0
2012-11-06,16446-1-0,IN,McLaughlin (R-Mourdock),,2012-10-31,2012-11-01,http://www.richardmourdock.com/sites/default/files/IN%20Senate%20Memo%2011-1-12.pdf,Sponsor,Live Phone,Likely Voters,600.0,41.0,54.0,0.0,5.0
2012-11-06,16551-0-0,IN,Rasmussen,,2012-11-01,2012-11-01,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/indiana/election_2012_indiana_president,Nonpartisan,Mixed,Likely Voters,600.0,43.0,52.0,1.0,4.0
2012-11-06,12571-0-0,KS,SurveyUSA,,2011-11-10,2011-11-10,http://www.surveyusa.com/client/PollReport.aspx?g=6a19853c-8c9f-4ae4-8059-5a785acd499b,Nonpartisan,Automated Phone,Likely Voters,800.0,31.0,56.0,0.0,12.0
2012-11-06,14973-0-0,KS,SurveyUSA,,2011-11-18,2011-11-21,http://www.surveyusa.com/client/PollReport.aspx?g=5637e247-6293-4c4d-b506-87ce3b77be53,Nonpartisan,IVR/Online,Registered Voters,510.0,39.0,48.0,0.0,13.0
2012-11-06,14974-0-0,KY,PPP (D),,2011-08-25,2011-08-28,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_KY_0902.pdf,Pollster,Automated Phone,Likely Voters,600.0,40.0,48.0,0.0,11.0
2012-11-06,15085-0-0,KY,SurveyUSA/The Courier-Journal,,2012-09-11,2012-09-13,http://www.courier-journal.com/article/20120916/NEWS0106/309160046/Romney-has-large-lead-Kentucky-Bluegrass-Poll-shows?nclick_check=1,Nonpartisan,IVR/Online,Likely Voters,606.0,39.0,53.0,3.0,5.0
2012-11-06,15469-0-0,LA,Southern Media/Opinion Research,,2012-09-11,2012-09-20,http://www.bayoubuzz.com/buzz/item/110441-louisiana-poll-jindal-budget-cuts-landrieu-education-reform-lsu-legislature,Nonpartisan,Live Phone,Likely Voters,600.0,39.0,45.0,0.0,17.0
2012-11-06,15507-0-0,LA,JZ Analytics,,2012-09-29,2012-09-30,http://www.jzanalytics.com/,Nonpartisan,Internet,Likely Voters,412.0,37.0,50.0,0.0,10.0
2012-11-06,15650-0-0,LA,Magellan (R),,2012-10-02,2012-10-04,http://www.realclearpolitics.com/docs/2012/Magellan_LA_1008.pdf,Pollster,Automated Phone,Likely Voters,2682.0,36.0,59.0,0.0,5.0
2012-11-06,10685-3-0,MA,PPP (D),,2010-11-29,2010-12-01,http://www.publicpolicypolling.com/pdf/PPP_Release_MA_1203424.pdf,Pollster,Automated Phone,Registered Voters,500.0,52.0,43.0,0.0,5.0
2012-11-06,12584-0-0,MA,YouGov/Polimetrix,,2011-11-09,2011-11-22,http://www.umass.edu/newsoffice/images/upload/UMass%20Poll%20detailed%20results_0.pdf,Nonpartisan,Internet,Registered Voters,500.0,49.0,34.0,9.0,8.0
2012-11-06,13451-0-0,MA,Mass Insight/Opinion Dynamics,,2012-01-31,2012-02-04,http://www.boston.com/Boston/politicalintelligence/2012/02/second-poll-shows-scott-brown-leading-elizabeth-warren/Fid8MH5DJGQmwMDMLV4JbN/index.html,Nonpartisan,Live Phone,Registered Voters,456.0,53.0,35.0,0.0,0.0
2012-11-06,12944-1-0,MA,MassINC,,2012-02-06,2012-02-09,http://www.boston.com/Boston/politicalintelligence/2012/02/second-poll-shows-scott-brown-leading-elizabeth-warren/Fid8MH5DJGQmwMDMLV4JbN/index.html,Nonpartisan,Live Phone,Likely Voters,503.0,55.0,34.0,1.0,7.0
2012-11-06,12946-1-0,MA,Suffolk,,2012-02-11,2012-02-15,http://www.suffolk.edu/images/content/FRIDAY_FINAL_MA_Statewide_Marginals_Feb_17_2012%281%29.pdf,Nonpartisan,Live Phone,Registered Voters,600.0,53.0,39.0,2.0,6.0
2012-11-06,13112-1-0,MA,WNEU,,2012-02-23,2012-03-01,http://www1.wne.edu/assets/112/WNE_Polling_-_MA_Presidential_(Mar_2012)_TABLES.pdf,Nonpartisan,Live Phone,Registered Voters,527.0,60.0,36.0,0.0,4.0
2012-11-06,13095-1-0,MA,Rasmussen,,2012-02-29,2012-02-29,http://www.rasmussenreports.com/public_content/archive/election_2012_archive/massachusetts/massachusetts_obama_55_romney_38,Nonpartisan,Automated Phone,Likely Voters,500.0,55.0,38.0,4.0,3.0
2012-11-06,13260-1-0,MA,PPP (D),,2012-03-16,2012-03-18,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_MA_321.pdf,Pollster,Automated Phone,Registered Voters,936.0,58.0,35.0,0.0,7.0
2012-11-06,13398-1-0,MA,Boston Globe/UNH,,2012-03-21,2012-03-27,http://articles.boston.com/2012-04-01/news/31271045_1_poll-respondents-voters-elizabeth-warren,Nonpartisan,Live Phone,Likely Voters,544.0,49.0,33.0,0.0,16.0
2012-11-06,13505-0-0,MA,Rasmussen,,2012-04-09,2012-04-09,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/massachusetts/election_2012_massachusetts_president,Nonpartisan,Automated Phone,Likely Voters,500.0,51.0,40.0,3.0,6.0
2012-11-06,13718-0-0,MA,Rasmussen,,2012-05-07,2012-05-07,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/massachusetts/election_2012_massachusetts_president,Nonpartisan,Automated Phone,Likely Voters,500.0,56.0,35.0,6.0,2.0
2012-11-06,13887-1-0,MA,Suffolk,,2012-05-20,2012-05-22,http://www.suffolk.edu/images/content/FINAL_MA_Statewide_Marginals_May_22_2012_FINAL.pdf,Nonpartisan,Live Phone,Likely Voters,600.0,59.0,34.0,1.0,5.0
2012-11-06,13985-0-0,MA,Boston Globe/UNH,,2012-05-25,2012-05-31,http://www.unh.edu/survey-center/news/pdf/bg_2012-bg33.pdf,Nonpartisan,Live Phone,Likely Voters,651.0,46.0,34.0,0.0,19.0
2012-11-06,13986-1-0,MA,WNEU/MassLive.com,,2012-05-29,2012-05-31,http://www.masslive.com/politics/index.ssf/2012/06/complete_poll_results_methodol.html,Nonpartisan,Live Phone,Registered Voters,504.0,56.0,34.0,0.0,9.0
2012-11-06,14195-0-0,MA,PPP (D),,2012-06-22,2012-06-24,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_MA_062712.pdf,Pollster,Automated Phone,Likely Voters,902.0,55.0,39.0,0.0,6.0
2012-11-06,14738-1-0,MA,PPP (D),,2012-08-16,2012-08-19,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_MA_082212.pdf,Pollster,Automated Phone,Likely Voters,1115.0,55.0,39.0,0.0,6.0
2012-11-06,14792-1-0,MA,Kimball Political Consulting (R),,2012-08-21,2012-08-21,http://www.kimballpoliticalconsulting.com/KPC_press_release.pdf,Pollster,Automated Phone,Likely Voters,592.0,52.0,41.0,0.0,7.0
2012-11-06,15101-0-0,MA,WNEU/MassLive.com,,2012-09-06,2012-09-13,http://www.realclearpolitics.com/docs/2012/MA_WNEPoll_0918.pdf,Nonpartisan,Live Phone,Likely Voters,444.0,60.0,38.0,0.0,3.0
2012-11-06,15222-0-0,MA,YouGov,,2012-09-07,2012-09-14,http://cdn.yougov.com/cumulus_uploads/document/g578gnq4we/Tabs_MA.pdf,Nonpartisan,Internet,Likely Voters,825.0,55.0,39.0,3.0,4.0
2012-11-06,14954-0-0,MA,Kimball Political Consulting (R),,2012-09-07,2012-09-09,http://www.sys-con.com/node/2355364,Pollster,Automated Phone,Likely Voters,756.0,56.0,40.0,0.0,9.0
2012-11-06,15145-0-0,MA,UMass Lowell/Herald,,2012-09-13,2012-09-17,http://www.uml.edu/docs/UML%20MA%20RV%20Sept%202012%20Topline%20Final%200918%20rev3_tcm18-65109.pdf,Nonpartisan,Live Phone,Likely Voters,497.0,60.0,36.0,0.0,5.0
2012-11-06,15111-0-0,MA,PPP (D),,2012-09-13,2012-09-16,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_MA_91812.pdf,Pollster,Automated Phone,Likely Voters,876.0,57.0,39.0,0.0,4.0
2012-11-06,15092-1-0,MA,Suffolk,,2012-09-13,2012-09-16,http://www.suffolk.edu/research/54005.html,Nonpartisan,Live Phone,Likely Voters,600.0,64.0,31.0,3.0,4.0
2012-11-06,15413-0-0,MA,Boston Globe/UNH,,2012-09-21,2012-09-27,http://www.unh.edu/survey-center/news/pdf/bg_2012-bg34.pdf,Nonpartisan,Live Phone,Likely Voters,502.0,57.0,30.0,2.0,11.0
2012-11-06,15329-0-0,MA,Rasmussen,,2012-09-24,2012-09-24,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/massachusetts/election_2012_massachusetts_president,Nonpartisan,Automated Phone,Likely Voters,500.0,55.0,40.0,3.0,2.0
2012-11-06,15510-1-0,MA,Mass Insight/Opinion Dynamics,,2012-09-25,2012-09-30,http://www.scribd.com/doc/108895107/Mass-Insight-ODC-Fall-Survey-Results,Nonpartisan,Live Phone,Registered Voters,405.0,60.0,34.0,0.0,7.0
2012-11-06,15638-0-0,MA,UMass Amherst/YouGov,,2012-10-02,2012-10-08,http://www.umass.edu/poll/pdfs/20121002_Data.pdf,Nonpartisan,Internet,Likely Voters,437.0,55.0,34.0,2.0,9.0
2012-11-06,15854-0-0,MA,YouGov,,2012-10-04,2012-10-11,http://today.yougov.com/news/2012/10/16/massachusetts/,Nonpartisan,Internet,Likely Voters,669.0,55.0,36.0,4.0,5.0
2012-11-06,15620-1-0,MA,MassINC/WBUR,,2012-10-05,2012-10-07,http://www.wbur.org/files/2012/10/1009_senate-poll-topline.pdf,Nonpartisan,Live Phone,Likely Voters,501.0,52.0,36.0,2.0,10.0
2012-11-06,15712-0-0,MA,PPP (D),,2012-10-09,2012-10-11,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_MA_10112.pdf,Pollster,Automated Phone,Likely Voters,1051.0,55.0,41.0,0.0,4.0
2012-11-06,15831-0-0,MA,Rasmussen,,2012-10-10,2012-10-10,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/massachusetts/election_2012_massachusetts_president,Nonpartisan,Automated Phone,Likely Voters,500.0,57.0,42.0,0.0,1.0
2012-11-06,15898-0-0,MA,PPP (D-LCV),,2012-10-15,2012-10-16,http://images.politico.com/global/2012/10/121017_massachusettspollinmemo.pdf,Sponsor,Automated Phone,Likely Voters,709.0,57.0,39.0,0.0,0.0
2012-11-06,16034-1-0,MA,Kimball Political Consulting (R),,2012-10-18,2012-10-21,http://www.kimballpoliticalconsulting.com/KPC_MA_Statewide_October18_21.pdf,Pollster,Automated Phone,Likely Voters,761.0,55.0,39.0,0.0,6.0
2012-11-06,16103-0-0,MA,MassINC/WBUR,,2012-10-21,2012-10-22,http://www.wbur.org/files/2012/10/1023_senate-poll-topline.pdf,Nonpartisan,Live Phone,Likely Voters,516.0,56.0,36.0,2.0,7.0
2012-11-06,16276-0-0,MA,Boston Globe/UNH,,2012-10-24,2012-10-28,http://www.boston.com/politicalintelligence/2012/10/29/new-globe-poll-shows-dead-heat-senate-race/e24Cs1rOxVcX7m6MZlFFSO/story.html,Nonpartisan,Live Phone,Likely Voters,583.0,52.0,38.0,0.0,0.0
2012-11-06,16361-0-0,MA,Rasmussen,,2012-10-25,2012-10-25,http://www.rasmussenreports.com/public_content/politics/elections/election_2012/election_2012_presidential_election/massachusetts/election_2012_massachusetts_president,Nonpartisan,Automated Phone,Likely Voters,500.0,59.0,40.0,0.0,1.0
2012-11-06,16332-1-0,MA,Suffolk,,2012-10-25,2012-10-28,http://www.suffolk.edu/research/54459.html,Nonpartisan,Live Phone,Likely Voters,600.0,63.0,31.0,2.0,3.0
2012-11-06,16543-0-0,MA,WNEU/MassLive.com,,2012-10-26,2012-11-01,http://www.masslive.com/politics/index.ssf/2012/11/mitt_romneys_popularity_is_gro.html#incart_2box,Nonpartisan,Live Phone,Likely Voters,535.0,58.0,40.0,0.0,2.0
2012-11-06,16609-0-0,MA,UMass Lowell/Herald,,2012-10-31,2012-11-03,http://www.uml.edu/docs/UML_MA_RV_Nov_2012_Topline_Final_tcm18-76101.pdf,Nonpartisan,Live Phone,Likely Voters,800.0,57.0,37.0,1.0,4.0
2012-11-06,16576-0-0,MA,YouGov,,2012-10-31,2012-11-03,http://today.yougov.com/news/2012/11/04/massachusetts/,Nonpartisan,Internet,Likely Voters,811.0,57.0,37.0,3.0,3.0
2012-11-06,16484-0-0,MA,PPP (D),,2012-11-01,2012-11-02,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_MACT_1102.pdf,Pollster,Automated Phone,Likely Voters,1089.0,57.0,42.0,0.0,2.0
2012-11-06,13898-0-0,MD,PPP (D)/Marylanders for Marriage Equality,,2012-05-14,2012-05-21,http://www.publicpolicypolling.com/pdf/2011/MarylandPollingMemo.pdf,Sponsor,Live Phone,Likely Voters,852.0,58.0,35.0,0.0,6.0
2012-11-06,15229-0-0,MD,YouGov,,2012-09-07,2012-09-14,http://cdn.yougov.com/cumulus_uploads/document/toysli9ta0/Tabs_MD.pdf,Nonpartisan,Internet,Likely Voters,686.0,57.0,37.0,3.0,3.0
2012-11-06,15325-1-0,MD,Gonzales Research,,2012-09-17,2012-09-23,http://marylandreporter.com/wp-content/uploads/2012/09/Gonzales-Maryland-Poll-September-2012-2.pdf,Nonpartisan,Live Phone,Likely Voters,813.0,55.0,36.0,1.0,8.0
2012-11-06,15463-0-0,MD,Baltimore Sun/OpinionWorks,,2012-09-25,2012-09-27,"http://www.baltimoresun.com/news/maryland/politics/bs-md-poll-20120929,0,5255684,full.story",Nonpartisan,Live Phone,Likely Voters,804.0,57.0,34.0,0.0,10.0
2012-11-06,15852-0-0,MD,YouGov,,2012-10-04,2012-10-11,http://today.yougov.com/news/2012/10/16/maryland/,Nonpartisan,Internet,Likely Voters,498.0,58.0,37.0,2.0,4.0
