Election date,Poll ID,State,Pollster,Sponsors,Poll start date,Poll end date,Source,Partisan,Method,Population type,Observations,Democratic,Republican,Other,Undecided
2016-11-08,26441-15-0,IA,SurveyMonkey,,2016-10-18,2016-10-24,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,Nonpartisan,Internet,Likely Voters,1229.0,40.0,44.0,13.0,3.0
2016-11-08,26511-0-0,IA,Quinnipiac,,2016-10-20,2016-10-26,https://poll.qu.edu/2016-presidential-swing-state-polls/release-detail?ReleaseID=2397,Nonpartisan,Live Phone,Likely Voters,791.0,44.0,44.0,6.0,6.0
2016-11-08,26511-1-0,IA,Quinnipiac,,2016-10-20,2016-10-26,https://poll.qu.edu/2016-presidential-swing-state-polls/release-detail?ReleaseID=2397,Nonpartisan,Live Phone,Likely Voters,791.0,46.0,47.0,1.0,6.0
2016-11-08,26592-14-0,IA,UPI/CVOTER,,2016-10-23,2016-10-29,https://www.documentcloud.org/documents/3210977-UPI-CVoter-2016-StatePoll-October-29.html,Nonpartisan,Internet,Likely Voters,329.0,48.0,48.0,4.0,0.0
2016-11-08,26596-15-0,IA,SurveyMonkey,,2016-10-25,2016-10-31,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,Nonpartisan,Internet,Likely Voters,984.0,40.0,45.0,13.0,3.0
2016-11-08,26793-14-0,IA,UPI/CVOTER,,2016-10-30,2016-11-06,https://www.documentcloud.org/documents/3215082-UPI-CVoter-2016-StatePoll-November-6-1.html,Nonpartisan,Internet,Likely Voters,342.0,47.0,48.0,6.0,0.0
2016-11-08,26807-15-0,IA,SurveyMonkey,,2016-11-01,2016-11-07,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,Nonpartisan,Internet,Likely Voters,1781.0,38.0,47.0,12.0,4.0
2016-11-08,26746-0-0,IA,Des Moines Register/Mediacom/Selzer,,2016-11-01,2016-11-04,http://www.desmoinesregister.com/story/news/politics/iowa-poll/2016/11/05/iowa-poll-trump-opens-7-point-lead-over-clinton/93347134/,Nonpartisan,Live Phone,Likely Voters,800.0,39.0,46.0,9.0,6.0
2016-11-08,26735-0-0,IA,Loras College,,2016-11-01,2016-11-03,http://www.loras.edu/wp-content/uploads/2016/11/LCP-NOV-IA-2016.pdf,Nonpartisan,Live Phone,Likely Voters,500.0,44.0,43.0,6.0,7.0
2016-11-08,26692-0-0,IA,RABA Research/Simpson,,2016-11-01,2016-11-02,http://www.rabaresearch.com/documents/RABA-Simpson-College-Iowa-November-2016.pdf,Nonpartisan,IVR/Online,Likely Voters,1076.0,41.0,44.0,9.0,6.0
2016-11-08,26692-1-0,IA,RABA Research/Simpson,,2016-11-01,2016-11-02,http://www.rabaresearch.com/documents/RABA-Simpson-College-Iowa-November-2016.pdf,Nonpartisan,IVR/Online,Likely Voters,1076.0,44.0,46.0,0.0,10.0
2016-11-08,22471-13-0,IL,PPP (D),,2015-07-20,2015-07-21,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_IL_72915.pdf,Pollster,IVR/Online,Likely Voters,931.0,51.0,33.0,0.0,16.0
2016-11-08,24058-3-0,IL,NBC/WSJ/Marist,NBC News,2016-03-04,2016-03-10,http://maristpoll.marist.edu/313-trump-ahead-in-fl-il-kasich-up-in-oh-clinton-ahead-in-fl-il-and-oh/,Nonpartisan,Live Phone,Registered Voters,1968.0,57.0,32.0,0.0,11.0
2016-11-08,24913-0-0,IL,Victory Research,,2016-07-14,2016-07-16,http://big.assets.huffingtonpost.com/July2016IllinoisPresidential.pdf,Nonpartisan,Live Phone,Likely Voters,1200.0,51.0,34.0,11.0,4.0
2016-11-08,25364-0-0,IL,WashPost/SurveyMonkey,,2016-08-09,2016-09-01,http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/,Nonpartisan,Internet,Registered Voters,2599.0,53.0,38.0,0.0,9.0
2016-11-08,25364-1-0,IL,WashPost/SurveyMonkey,,2016-08-09,2016-09-01,http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/,Nonpartisan,Internet,Registered Voters,2599.0,45.0,31.0,17.0,6.0
2016-11-08,25546-0-0,IL,Ipsos/Reuters,,2016-08-26,2016-09-15,http://big.assets.huffingtonpost.com/Reuters.9.16.16.pdf,Nonpartisan,Internet,Likely Voters,615.0,51.0,36.0,0.0,13.0
2016-11-08,25527-0-0,IL,Loras College,,2016-09-13,2016-09-16,http://myweb.loras.edu/Loras/PDF/LorasILSurveySept2016.pdf,Nonpartisan,Live Phone,Likely Voters,600.0,47.0,33.0,9.0,11.0
2016-11-08,25527-1-0,IL,Loras College,,2016-09-13,2016-09-16,http://myweb.loras.edu/Loras/PDF/LorasILSurveySept2016.pdf,Nonpartisan,Live Phone,Likely Voters,600.0,43.0,30.0,11.0,16.0
2016-11-08,26106-0-0,IL,Ipsos/Reuters,,2016-09-16,2016-10-06,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7407,Nonpartisan,Internet,Likely Voters,873.0,57.0,31.0,0.0,12.0
2016-11-08,25826-0-0,IL,Victory Research,,2016-09-21,2016-09-24,http://big.assets.huffingtonpost.com/VictoryResearch10242016poll.pdf,Nonpartisan,Live Phone,Likely Voters,1200.0,49.0,35.0,5.0,11.0
2016-11-08,26344-9-0,IL,Ipsos/Reuters,,2016-09-23,2016-10-13,http://big.assets.huffingtonpost.com/2016ReutersSOTN10.17.16.pdf,Nonpartisan,Internet,Likely Voters,612.0,60.0,27.0,0.0,13.0
2016-11-08,25955-0-0,IL,Southern Illinois University,,2016-09-27,2016-10-02,http://paulsimoninstitute.siu.edu/_common/documents/opinion-polling/simon-institute-poll/2016/oct-3-psppi-simon-poll-clinton-leads-trump.pdf,Nonpartisan,Live Phone,Likely Voters,865.0,53.0,28.0,10.0,10.0
2016-11-08,26394-0-0,IL,Victory Research,,2016-10-16,2016-10-18,http://big.assets.huffingtonpost.com/Victory.Research.Illinois.10.18.16.pdf,Nonpartisan,Live Phone,Likely Voters,1200.0,51.0,36.0,8.0,5.0
2016-11-08,26806-9-0,IL,Ipsos/Reuters,,2016-10-17,2016-11-06,http://big.assets.huffingtonpost.com/Reuters.11.07.16.pdf,Nonpartisan,Internet,Likely Voters,781.0,51.0,39.0,0.0,10.0
2016-11-08,26441-13-0,IL,SurveyMonkey,,2016-10-18,2016-10-24,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,Nonpartisan,Internet,Likely Voters,1091.0,52.0,34.0,12.0,3.0
2016-11-08,26592-12-0,IL,UPI/CVOTER,,2016-10-23,2016-10-29,https://www.documentcloud.org/documents/3210977-UPI-CVoter-2016-StatePoll-October-29.html,Nonpartisan,Internet,Likely Voters,387.0,56.0,41.0,4.0,0.0
2016-11-08,26596-13-0,IL,SurveyMonkey,,2016-10-25,2016-10-31,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,Nonpartisan,Internet,Likely Voters,1003.0,52.0,35.0,11.0,1.0
2016-11-08,26605-0-0,IL,Loras College,,2016-10-26,2016-10-27,http://myweb.loras.edu/Loras/PDF/Oct2016LCPIllinoisToplinesCrosstabs.pdf,Nonpartisan,Live Phone,Likely Voters,600.0,48.0,37.0,6.0,10.0
2016-11-08,26605-1-0,IL,Loras College,,2016-10-26,2016-10-27,http://myweb.loras.edu/Loras/PDF/Oct2016LCPIllinoisToplinesCrosstabs.pdf,Nonpartisan,Live Phone,Likely Voters,600.0,45.0,34.0,8.0,13.0
2016-11-08,26793-12-0,IL,UPI/CVOTER,,2016-10-30,2016-11-06,https://www.documentcloud.org/documents/3215082-UPI-CVoter-2016-StatePoll-November-6-1.html,Nonpartisan,Internet,Likely Voters,403.0,54.0,40.0,6.0,0.0
2016-11-08,26807-13-0,IL,SurveyMonkey,,2016-11-01,2016-11-07,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,Nonpartisan,Internet,Likely Voters,1823.0,52.0,35.0,10.0,2.0
2016-11-08,24601-0-0,IN,POS (R)/HPI/WTHR,Howey Politics Indiana,2016-04-18,2016-04-21,http://www.wthr.com/story/31796541/exclusive-wthrhpi-poll-trump-or-cruz-would-defeat-clinton-in-indiana,Pollster,Live Phone,Likely Voters,500.0,39.0,47.0,0.0,14.0
2016-11-08,24413-2-0,IN,NBC/WSJ/Marist,NBC News,2016-04-26,2016-04-28,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/NBC%20NewsWSJMarist.pdf,Nonpartisan,Live Phone,Registered Voters,2149.0,41.0,48.0,0.0,11.0
2016-11-08,25365-0-0,IN,WashPost/SurveyMonkey,,2016-08-09,2016-09-01,http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/,Nonpartisan,Internet,Registered Voters,2294.0,37.0,52.0,0.0,11.0
2016-11-08,25365-1-0,IN,WashPost/SurveyMonkey,,2016-08-09,2016-09-01,http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/,Nonpartisan,Internet,Registered Voters,2294.0,30.0,46.0,18.0,6.0
2016-11-08,25197-0-0,IN,Monmouth University,,2016-08-13,2016-08-16,http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_IN_081716/,Nonpartisan,Live Phone,Likely Voters,403.0,36.0,47.0,11.0,5.0
2016-11-08,25547-0-0,IN,Ipsos/Reuters,,2016-08-26,2016-09-15,http://big.assets.huffingtonpost.com/Reuters.9.16.16.pdf,Nonpartisan,Internet,Likely Voters,709.0,33.0,53.0,0.0,14.0
2016-11-08,26107-0-0,IN,Ipsos/Reuters,,2016-09-16,2016-10-06,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7407,Nonpartisan,Internet,Likely Voters,844.0,37.0,50.0,0.0,13.0
2016-11-08,26344-10-0,IN,Ipsos/Reuters,,2016-09-23,2016-10-13,http://big.assets.huffingtonpost.com/2016ReutersSOTN10.17.16.pdf,Nonpartisan,Internet,Likely Voters,822.0,38.0,47.0,0.0,15.0
2016-11-08,26225-0-0,IN,Lucid/The Times-Picayune,,2016-10-07,2016-10-10,http://luc.id/wp-content/uploads/2016/10/Indiana-Results.pdf?link_id=20&can_id=3988fa989da190d30e93d8a03b9a4393&source=email-morning-digest-all-of-a-sudden-catherine-cortez-masto-jumps-into-the-lead-in-nevada&email_referrer=morning-digest-all-of-a-sudden-,Nonpartisan,Internet,Likely Voters,1123.0,37.0,43.0,13.0,7.0
2016-11-08,26363-1-0,IN,WISH-TV/Ball State ,Ball State University,2016-10-10,2016-10-16,http://big.assets.huffingtonpost.com/2016_HoosierSurveyResultsRelease_FINAL_LL.pdf,Nonpartisan,Live Phone,Likely Voters,544.0,37.0,43.0,10.0,11.0
2016-11-08,26363-2-0,IN,WISH-TV/Ball State ,Ball State University,2016-10-10,2016-10-16,http://big.assets.huffingtonpost.com/2016_HoosierSurveyResultsRelease_FINAL_LL.pdf,Nonpartisan,Live Phone,Likely Voters,544.0,41.0,47.0,1.0,11.0
2016-11-08,26175-0-0,IN,Monmouth University,,2016-10-11,2016-10-13,http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_IN_101416/,Nonpartisan,Live Phone,Likely Voters,402.0,41.0,45.0,10.0,5.0
2016-11-08,26806-10-0,IN,Ipsos/Reuters,,2016-10-17,2016-11-06,http://big.assets.huffingtonpost.com/Reuters.11.07.16.pdf,Nonpartisan,Internet,Likely Voters,541.0,38.0,54.0,0.0,8.0
2016-11-08,26441-14-0,IN,SurveyMonkey,,2016-10-18,2016-10-24,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,Nonpartisan,Internet,Likely Voters,688.0,35.0,48.0,14.0,3.0
2016-11-08,26433-0-0,IN,Gravis Marketing,,2016-10-22,2016-10-24,http://gravismarketing.com/polling-and-market-research/current-indiana-polling-2/,Nonpartisan,Internet,Registered Voters,596.0,38.0,49.0,5.0,8.0
2016-11-08,26592-13-0,IN,UPI/CVOTER,,2016-10-23,2016-10-29,https://www.documentcloud.org/documents/3210977-UPI-CVoter-2016-StatePoll-October-29.html,Nonpartisan,Internet,Likely Voters,332.0,42.0,54.0,4.0,0.0
2016-11-08,26596-14-0,IN,SurveyMonkey,,2016-10-25,2016-10-31,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,Nonpartisan,Internet,Likely Voters,674.0,37.0,51.0,10.0,2.0
2016-11-08,26574-0-0,IN,Monmouth University,,2016-10-27,2016-10-30,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_IN_103116/,Nonpartisan,Live Phone,Likely Voters,402.0,39.0,50.0,6.0,5.0
2016-11-08,26793-13-0,IN,UPI/CVOTER,,2016-10-30,2016-11-06,https://www.documentcloud.org/documents/3215082-UPI-CVoter-2016-StatePoll-November-6-1.html,Nonpartisan,Internet,Likely Voters,338.0,43.0,51.0,6.0,0.0
2016-11-08,26719-0-0,IN,Gravis Marketing,,2016-10-30,2016-11-01,https://www.scribd.com/document/330017282/Final-Indiana-Poll,Nonpartisan,Internet,Registered Voters,399.0,39.0,49.0,5.0,9.0
2016-11-08,26807-14-0,IN,SurveyMonkey,,2016-11-01,2016-11-07,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,Nonpartisan,Internet,Likely Voters,1700.0,35.0,52.0,10.0,3.0
2016-11-08,23980-7-0,KS,Fort Hays State University,,2016-02-19,2016-02-26,http://big.assets.huffingtonpost.com/FHSUPreprimaryPoll.pdf,Nonpartisan,Live Phone,Adults,440.0,36.0,46.0,0.0,18.0
2016-11-08,24669-0-0,KS,Zogby/Kansas Health Foundation,,2016-06-04,2016-06-06,http://kansashealth.org/sites/default/files/ZogbyPollResults.pdf,Nonpartisan,IVR/Live Phone,Registered Voters,433.0,43.0,36.0,0.0,21.0
2016-11-08,24917-0-0,KS,SurveyUSA/KSN News,,2016-07-08,2016-07-11,http://www.surveyusa.com/client/PollReport.aspx?g=7a998d53-af1c-4a34-996c-6de020dea785,Nonpartisan,IVR/Live Phone,Likely Voters,559.0,36.0,47.0,8.0,9.0
2016-11-08,24976-0-0,KS,Fort Hays State University/Kansas Newspapers,,2016-07-11,2016-07-21,http://www.fhsu.edu/uploadedFiles/executive/docking/Kansas%20Newspaper%20Poll%20July%202016.pdf,Nonpartisan,Live Phone,Likely Voters,542.0,27.0,44.0,13.0,16.0
2016-11-08,25109-0-0,KS,SurveyUSA/KSN News,,2016-08-03,2016-08-07,http://www.surveyusa.com/client/PollReport.aspx?g=048dcf9b-7e4e-4ca3-8da6-f0f3b7662e73&utm_source=twitterfeed&utm_medium=twitter,Nonpartisan,IVR/Live Phone,Likely Voters,566.0,39.0,44.0,8.0,9.0
2016-11-08,25367-0-0,KS,WashPost/SurveyMonkey,,2016-08-09,2016-09-01,http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/,Nonpartisan,Internet,Registered Voters,741.0,37.0,49.0,0.0,14.0
2016-11-08,25367-1-0,KS,WashPost/SurveyMonkey,,2016-08-09,2016-09-01,http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/,Nonpartisan,Internet,Registered Voters,741.0,30.0,43.0,21.0,6.0
2016-11-08,25549-0-0,KS,Ipsos/Reuters,,2016-08-26,2016-09-15,http://big.assets.huffingtonpost.com/Reuters.9.16.16.pdf,Nonpartisan,Internet,Likely Voters,459.0,39.0,49.0,0.0,12.0
2016-11-08,26709-0-0,KS,Fort Hays State University,,2016-09-01,2016-10-13,https://www.fhsu.edu/docking/Kansas-Speaks/,Nonpartisan,Live Phone,Likely Voters,892.0,39.0,47.0,14.0,0.0
2016-11-08,25480-0-0,KS,SurveyUSA/KSN News,,2016-09-06,2016-09-11,http://www.surveyusa.com/client/PollReport.aspx?g=75f6eaff-73bc-4e49-a83f-588adb59bed7,Nonpartisan,IVR/Online,Likely Voters,595.0,36.0,48.0,10.0,7.0
2016-11-08,26109-0-0,KS,Ipsos/Reuters,,2016-09-16,2016-10-06,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7407,Nonpartisan,Internet,Likely Voters,556.0,35.0,55.0,0.0,10.0
2016-11-08,26344-12-0,KS,Ipsos/Reuters,,2016-09-23,2016-10-13,http://big.assets.huffingtonpost.com/2016ReutersSOTN10.17.16.pdf,Nonpartisan,Internet,Likely Voters,565.0,38.0,50.0,0.0,12.0
2016-11-08,26275-0-0,KS,SurveyUSA/KSN News,,2016-10-11,2016-10-15,http://www.surveyusa.com/client/PollReport.aspx?g=191ff880-bbb1-48d3-81d2-7b225731d0fd,Nonpartisan,IVR/Online,Likely Voters,581.0,36.0,47.0,9.0,7.0
2016-11-08,26806-12-0,KS,Ipsos/Reuters,,2016-10-17,2016-11-06,http://big.assets.huffingtonpost.com/Reuters.11.07.16.pdf,Nonpartisan,Internet,Likely Voters,519.0,38.0,54.0,0.0,8.0
2016-11-08,26441-16-0,KS,SurveyMonkey,,2016-10-18,2016-10-24,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,Nonpartisan,Internet,Likely Voters,1688.0,36.0,48.0,13.0,3.0
2016-11-08,26592-15-0,KS,UPI/CVOTER,,2016-10-23,2016-10-29,https://www.documentcloud.org/documents/3210977-UPI-CVoter-2016-StatePoll-October-29.html,Nonpartisan,Internet,Likely Voters,328.0,39.0,56.0,5.0,0.0
2016-11-08,26596-16-0,KS,SurveyMonkey,,2016-10-25,2016-10-31,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,Nonpartisan,Internet,Likely Voters,1273.0,36.0,47.0,15.0,2.0
2016-11-08,26614-0-0,KS,SurveyUSA/KSN News,,2016-10-26,2016-10-30,http://www.surveyusa.com/client/PollReport.aspx?g=0e1d48a5-2698-448f-8f7a-fa2c92996543,Nonpartisan,IVR/Online,Likely Voters,624.0,38.0,49.0,8.0,6.0
2016-11-08,26793-15-0,KS,UPI/CVOTER,,2016-10-30,2016-11-06,https://www.documentcloud.org/documents/3215082-UPI-CVoter-2016-StatePoll-November-6-1.html,Nonpartisan,Internet,Likely Voters,328.0,39.0,54.0,8.0,0.0
2016-11-08,26807-16-0,KS,SurveyMonkey,,2016-11-01,2016-11-07,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,Nonpartisan,Internet,Likely Voters,1311.0,36.0,49.0,13.0,2.0
2016-11-08,26729-0-0,KS,Fort Hays State University,,2016-11-01,2016-11-03,http://big.assets.huffingtonpost.com/Kansas.Election.Poll.11.03.2016.pdf,Nonpartisan,Live Phone,Likely Voters,313.0,34.0,58.0,9.0,0.0
2016-11-08,22846-4-0,LA,Clarus/WWL-TV/The Advocate,WWL-TV,2015-09-20,2015-09-23,http://www.wwltv.com/longform/news/politics/2015/09/30/wwl-tvadvocate-poll-ben-carson-the-favorite-of-states-republicans/73115256/,Nonpartisan,Live Phone,Likely Voters,800.0,39.0,47.0,0.0,0.0
2016-11-08,24470-0-0,LA,JMC Analytics (R),,2016-05-05,2016-05-06,http://theadvocate.com/news/15746920-175/poll-donald-trump-has-double-digit-lead-over-hillary-clinton-in-louisiana,Pollster,Automated Phone,Likely Voters,624.0,36.0,52.0,4.0,8.0
2016-11-08,25369-0-0,LA,WashPost/SurveyMonkey,,2016-08-09,2016-09-01,http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/,Nonpartisan,Internet,Registered Voters,871.0,38.0,53.0,0.0,8.0
2016-11-08,25369-1-0,LA,WashPost/SurveyMonkey,,2016-08-09,2016-09-01,http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/,Nonpartisan,Internet,Registered Voters,871.0,33.0,49.0,12.0,6.0
2016-11-08,25551-0-0,LA,Ipsos/Reuters,,2016-08-26,2016-09-15,http://big.assets.huffingtonpost.com/Reuters.9.16.16.pdf,Nonpartisan,Internet,Likely Voters,511.0,34.0,54.0,0.0,12.0
2016-11-08,25438-0-0,LA,Anzalone (D-Democrats For Education Reform),,2016-08-29,2016-09-01,http://dfer.org/release-recent-poll-shows-fayard-as-a-serious-contender-for-u-s-senate-race/,Sponsor,Live Phone,Likely Voters,605.0,40.0,46.0,4.0,10.0
2016-11-08,25605-0-0,LA,Southern Media/Opinion Research,,2016-09-15,2016-09-17,http://www.nola.com/politics/index.ssf/2016/09/2016_louisiana_senate_race_wan.html,Nonpartisan,Live Phone,Likely Voters,500.0,33.0,49.0,8.0,11.0
2016-11-08,26111-0-0,LA,Ipsos/Reuters,,2016-09-16,2016-10-06,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7407,Nonpartisan,Internet,Likely Voters,631.0,36.0,51.0,0.0,13.0
2016-11-08,25682-0-0,LA,JMC Analytics (R),,2016-09-22,2016-09-24,http://winwithjmc.com/wp-content/uploads/2016/09/Fleming-Executive-Summary-Poll-2-RELEASE.pdf,Pollster,IVR/Live Phone,Likely Voters,905.0,35.0,45.0,8.0,13.0
2016-11-08,26344-14-0,LA,Ipsos/Reuters,,2016-09-23,2016-10-13,http://big.assets.huffingtonpost.com/2016ReutersSOTN10.17.16.pdf,Nonpartisan,Internet,Likely Voters,644.0,36.0,49.0,0.0,15.0
2016-11-08,26208-0-0,LA,JMC Analytics (R-Fleming),,2016-10-11,2016-10-15,http://winwithjmc.com/wp-content/uploads/2016/10/Fleming-Executive-Summary-Poll-3-RELEASE.pdf,Sponsor,IVR/Live Phone,Likely Voters,800.0,38.0,45.0,5.0,12.0
2016-11-08,26616-0-0,LA,Lucid/The Times-Picayune,,2016-10-15,2016-10-21,http://luc.id/wp-content/uploads/2016/11/Louisiana-Battleground-Results.pdf,Nonpartisan,Internet,Likely Voters,614.0,40.0,43.0,10.0,7.0
2016-11-08,26522-0-0,LA,University of New Orleans ,,2016-10-15,2016-10-21,http://www.uno.edu/cola/political-science/documents/2016-Louisiana-Survey-Report.pdf,Nonpartisan,Live Phone,Likely Voters,603.0,35.0,49.0,10.0,6.0
2016-11-08,26806-14-0,LA,Ipsos/Reuters,,2016-10-17,2016-11-06,http://big.assets.huffingtonpost.com/Reuters.11.07.16.pdf,Nonpartisan,Internet,Likely Voters,633.0,36.0,52.0,0.0,12.0
2016-11-08,26371-0-0,LA,Mason-Dixon/FOX 8/Raycom,Fox 8,2016-10-17,2016-10-19,http://www.ksla.com/story/33437911/exclusive-poll-trump-holds-strong-lead-over-clinton-in-louisiana,Nonpartisan,Live Phone,Likely Voters,625.0,34.0,54.0,3.0,9.0
2016-11-08,26441-18-0,LA,SurveyMonkey,,2016-10-18,2016-10-24,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,Nonpartisan,Internet,Likely Voters,388.0,38.0,53.0,7.0,1.0
2016-11-08,26486-0-0,LA,Southern Media/Opinion Research,,2016-10-19,2016-10-21,http://big.assets.huffingtonpost.com/SMOR.Poll.LA.Oct.2016.pdf,Nonpartisan,Live Phone,Likely Voters,500.0,35.0,50.0,7.0,8.0
2016-11-08,26592-17-0,LA,UPI/CVOTER,,2016-10-23,2016-10-29,https://www.documentcloud.org/documents/3210977-UPI-CVoter-2016-StatePoll-October-29.html,Nonpartisan,Internet,Likely Voters,316.0,40.0,56.0,4.0,0.0
2016-11-08,26596-18-0,LA,SurveyMonkey,,2016-10-25,2016-10-31,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,Nonpartisan,Internet,Likely Voters,423.0,38.0,51.0,7.0,4.0
2016-11-08,26793-17-0,LA,UPI/CVOTER,,2016-10-30,2016-11-06,https://www.documentcloud.org/documents/3215082-UPI-CVoter-2016-StatePoll-November-6-1.html,Nonpartisan,Internet,Likely Voters,329.0,40.0,55.0,5.0,0.0
2016-11-08,26807-18-0,LA,SurveyMonkey,,2016-11-01,2016-11-07,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,Nonpartisan,Internet,Likely Voters,982.0,38.0,52.0,6.0,4.0
2016-11-08,24252-0-0,MA,WNEU,,2016-04-01,2016-04-10,http://www1.wne.edu/assets/112/PresidentialPressRelease_FINAL_04_12_16.pdf,Nonpartisan,Live Phone,Registered Voters,497.0,62.0,26.0,0.0,12.0
2016-11-08,24461-0-0,MA,Suffolk/Boston Globe,,2016-05-02,2016-05-05,https://www.bostonglobe.com/metro/2016/05/08/trump-faces-steep-climb-mass/L391H6NMgi8gW3uoud0hrN/story.html,Nonpartisan,Live Phone,Likely Voters,500.0,55.0,31.0,0.0,14.0
2016-11-08,25372-0-0,MA,WashPost/SurveyMonkey,,2016-08-09,2016-09-01,http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/,Nonpartisan,Internet,Registered Voters,1167.0,56.0,33.0,0.0,12.0
2016-11-08,25372-1-0,MA,WashPost/SurveyMonkey,,2016-08-09,2016-09-01,http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/,Nonpartisan,Internet,Registered Voters,1167.0,48.0,29.0,16.0,6.0
2016-11-08,25554-0-0,MA,Ipsos/Reuters,,2016-08-26,2016-09-15,http://big.assets.huffingtonpost.com/Reuters.9.16.16.pdf,Nonpartisan,Internet,Likely Voters,691.0,53.0,31.0,0.0,16.0
2016-11-08,25478-0-0,MA,MassINC/WBUR,,2016-09-07,2016-09-10,http://www.wbur.org/politicker/2016/09/14/wbur-poll-clinton-trump-baker,Nonpartisan,Live Phone,Likely Voters,506.0,54.0,28.0,16.0,3.0
2016-11-08,25478-1-0,MA,MassINC/WBUR,,2016-09-07,2016-09-10,http://www.wbur.org/politicker/2016/09/14/wbur-poll-clinton-trump-baker,Nonpartisan,Live Phone,Likely Voters,506.0,60.0,31.0,5.0,5.0
2016-11-08,25722-0-0,MA,UMass Amherst/WBZ-TV/YouGov,,2016-09-15,2016-09-20,http://big.assets.huffingtonpost.com/toplines_ma_sept.pdf,Nonpartisan,Internet,Likely Voters,700.0,47.0,34.0,15.0,5.0
2016-11-08,26114-0-0,MA,Ipsos/Reuters,,2016-09-16,2016-10-06,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7407,Nonpartisan,Internet,Likely Voters,904.0,49.0,30.0,0.0,21.0
2016-11-08,25988-0-0,MA,WNEU,,2016-09-24,2016-10-03,http://big.assets.huffingtonpost.com/WNEU-MA-GE-10.03.2016.pdf,Nonpartisan,Live Phone,Likely Voters,403.0,58.0,26.0,11.0,5.0
2016-11-08,25988-1-0,MA,WNEU,,2016-09-24,2016-10-03,http://big.assets.huffingtonpost.com/WNEU-MA-GE-10.03.2016.pdf,Nonpartisan,Live Phone,Likely Voters,403.0,65.0,30.0,0.0,5.0
2016-11-08,26223-0-0,MA,MassINC/WBUR,,2016-10-13,2016-10-16,http://www.wbur.org/politicker/2016/10/18/poll-clinton-trump-massachusetts,Nonpartisan,Live Phone,Likely Voters,502.0,54.0,28.0,12.0,6.0
2016-11-08,26223-1-0,MA,MassINC/WBUR,,2016-10-13,2016-10-16,http://www.wbur.org/politicker/2016/10/18/poll-clinton-trump-massachusetts,Nonpartisan,Live Phone,Likely Voters,502.0,57.0,31.0,3.0,9.0
2016-11-08,26806-17-0,MA,Ipsos/Reuters,,2016-10-17,2016-11-06,http://big.assets.huffingtonpost.com/Reuters.11.07.16.pdf,Nonpartisan,Internet,Likely Voters,512.0,53.0,36.0,0.0,11.0
2016-11-08,26441-21-0,MA,SurveyMonkey,,2016-10-18,2016-10-24,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,Nonpartisan,Internet,Likely Voters,675.0,61.0,28.0,9.0,2.0
2016-11-08,26699-0-0,MA,WNEU,,2016-10-23,2016-11-02,http://www1.wne.edu/news/2016/11/PollingTables_FINAL_11_04_16.pdf,Nonpartisan,Live Phone,Likely Voters,417.0,56.0,26.0,11.0,7.0
