Poll ID,Observations,Poll start date,Poll end date,State,Democratic,Other,Republican,Undecided,Election date
gravis-marketing-oann-24940,1270,2016-06-27,2016-06-28,OH,46.0,7.0,47.0,0.0,2016-11-08
gravis-marketing-oann-24941,1958,2016-06-27,2016-06-28,PA,48.0,5.0,47.0,0.0,2016-11-08
gravis-marketing-one-america-news-26689,1995,2016-10-31,2016-10-31,FL,50.0,3.0,47.5,1.0,2016-11-08
hampton-university-24912,805,2016-07-06,2016-07-10,VA,39.0,0.0,39.0,22.0,2016-11-08
hampton-university-25323,801,2016-08-24,2016-08-28,VA,43.0,0.0,41.0,16.0,2016-11-08
hampton-university-25999,800,2016-09-28,2016-10-02,VA,46.0,0.0,34.0,20.0,2016-11-08
hampton-university-26636,802,2016-10-26,2016-10-30,VA,41.0,0.0,44.0,15.0,2016-11-08
harper-r-24028,662,2016-03-01,2016-03-02,PA,45.0,0.0,40.0,15.0,2016-11-08
harper-r-24868,500,2016-07-07,2016-07-09,CO,45.0,14.0,38.0,4.0,2016-11-08
hart-d-unlv-25958,700,2016-09-27,2016-10-02,NV,45.5,11.0,42.5,2.16666666667,2016-11-08
hendrix-college-talk-business-24779,751,2016-06-21,2016-06-21,AR,36.0,8.0,47.0,9.0,2016-11-08
high-point-university-25656,404,2016-09-17,2016-09-22,NC,43.0,10.0,42.0,3.0,2016-11-08
high-point-university-26020,479,2016-10-01,2016-10-06,NC,43.0,8.0,42.0,3.0,2016-11-08
highground-26220,400,2016-10-14,2016-10-14,AZ,39.0,12.0,37.0,5.0,2016-11-08
hoffman-research-r-25954,605,2016-09-29,2016-10-01,OR,45.0,11.0,33.0,11.0,2016-11-08
icitizen-24858,555,2016-06-23,2016-06-27,OR,46.0,0.0,32.0,22.0,2016-11-08
icitizen-25047,531,2016-07-25,2016-07-27,TN,31.0,5.0,47.5,11.3333333333,2016-11-08
icitizen-25269,600,2016-08-18,2016-08-24,FL,42.0,11.0,37.0,8.0,2016-11-08
icitizen-25469,610,2016-09-02,2016-09-07,OR,43.0,16.0,28.0,8.0,2016-11-08
icitizen-26285,508,2016-10-14,2016-10-17,TN,34.0,4.66666666667,44.0,8.0,2016-11-08
insidesources-nh-journal-24989,1166,2016-07-19,2016-07-21,NH,39.0,0.0,48.0,14.0,2016-11-08
insights-west-25626,484,2016-09-12,2016-09-14,AZ,33.0,9.5,37.0,19.0,2016-11-08
insights-west-25627,505,2016-09-12,2016-09-14,WA,38.0,6.66666666667,28.0,14.0,2016-11-08
insights-west-25628,398,2016-09-12,2016-09-14,NV,40.0,8.0,42.0,10.0,2016-11-08
insights-west-25629,515,2016-09-12,2016-09-14,CA,57.0,1.33333333333,30.0,9.0,2016-11-08
insights-west-26813,392,2016-11-04,2016-11-06,AZ,41.0,6.5,43.0,8.0,2016-11-08
insights-west-26814,387,2016-11-04,2016-11-06,NV,42.0,5.5,42.0,9.0,2016-11-08
insights-west-26815,401,2016-11-04,2016-11-06,CA,54.0,2.33333333333,32.0,7.0,2016-11-08
insights-west-26816,402,2016-11-04,2016-11-06,WA,51.0,2.0,36.0,7.0,2016-11-08
ipsos-reuters-25537,628,2016-08-26,2016-09-15,AL,40.0,0.0,53.0,7.0,2016-11-08
ipsos-reuters-25538,711,2016-08-26,2016-09-15,AZ,39.0,0.0,46.0,15.0,2016-11-08
ipsos-reuters-25539,437,2016-08-26,2016-09-15,AR,41.0,0.0,51.0,8.0,2016-11-08
ipsos-reuters-25540,1189,2016-08-26,2016-09-15,CA,63.0,0.0,24.0,13.0,2016-11-08
ipsos-reuters-25541,563,2016-08-26,2016-09-15,CO,40.0,0.0,43.0,17.0,2016-11-08
ipsos-reuters-25542,674,2016-08-26,2016-09-15,CT,47.0,0.0,37.0,16.0,2016-11-08
ipsos-reuters-25543,1065,2016-08-26,2016-09-15,FL,46.0,0.0,50.0,4.0,2016-11-08
ipsos-reuters-25544,890,2016-08-26,2016-09-15,GA,40.0,0.0,48.0,12.0,2016-11-08
ipsos-reuters-25545,261,2016-08-26,2016-09-15,ID,32.0,0.0,56.0,12.0,2016-11-08
ipsos-reuters-25546,615,2016-08-26,2016-09-15,IL,51.0,0.0,36.0,13.0,2016-11-08
ipsos-reuters-25547,709,2016-08-26,2016-09-15,IN,33.0,0.0,53.0,14.0,2016-11-08
ipsos-reuters-25548,510,2016-08-26,2016-09-15,IA,41.0,0.0,49.0,10.0,2016-11-08
ipsos-reuters-25549,459,2016-08-26,2016-09-15,KS,39.0,0.0,49.0,12.0,2016-11-08
ipsos-reuters-25550,716,2016-08-26,2016-09-15,KY,35.0,0.0,54.0,11.0,2016-11-08
ipsos-reuters-25551,511,2016-08-26,2016-09-15,LA,34.0,0.0,54.0,12.0,2016-11-08
ipsos-reuters-25552,275,2016-08-26,2016-09-15,ME,41.0,0.0,40.0,19.0,2016-11-08
ipsos-reuters-25553,525,2016-08-26,2016-09-15,MD,53.0,0.0,29.0,18.0,2016-11-08
ipsos-reuters-25554,691,2016-08-26,2016-09-15,MA,53.0,0.0,31.0,16.0,2016-11-08
ipsos-reuters-25555,991,2016-08-26,2016-09-15,MI,44.0,0.0,44.0,12.0,2016-11-08
ipsos-reuters-25556,641,2016-08-26,2016-09-15,MN,44.0,0.0,34.0,22.0,2016-11-08
ipsos-reuters-25557,348,2016-08-26,2016-09-15,MS,37.0,0.0,51.0,12.0,2016-11-08
ipsos-reuters-25558,693,2016-08-26,2016-09-15,MO,36.0,0.0,53.0,11.0,2016-11-08
ipsos-reuters-25559,267,2016-08-26,2016-09-15,NE,32.0,0.0,51.0,17.0,2016-11-08
ipsos-reuters-25560,269,2016-08-26,2016-09-15,NH,48.0,0.0,39.0,13.0,2016-11-08
ipsos-reuters-25561,982,2016-08-26,2016-09-15,NJ,49.0,0.0,33.0,18.0,2016-11-08
ipsos-reuters-25562,1089,2016-08-26,2016-09-15,NY,53.0,0.0,30.0,17.0,2016-11-08
ipsos-reuters-25563,917,2016-08-26,2016-09-15,NC,46.0,0.0,44.0,10.0,2016-11-08
ipsos-reuters-25565,625,2016-08-26,2016-09-15,OH,47.0,0.0,44.0,9.0,2016-11-08
ipsos-reuters-25566,498,2016-08-26,2016-09-15,OK,32.0,0.0,53.0,15.0,2016-11-08
ipsos-reuters-25567,687,2016-08-26,2016-09-15,OR,44.0,0.0,41.0,15.0,2016-11-08
ipsos-reuters-25568,776,2016-08-26,2016-09-15,PA,46.0,0.0,44.0,10.0,2016-11-08
ipsos-reuters-25569,703,2016-08-26,2016-09-15,SC,43.0,0.0,51.0,6.0,2016-11-08
ipsos-reuters-25570,578,2016-08-26,2016-09-15,TN,26.0,0.0,50.0,24.0,2016-11-08
ipsos-reuters-25571,869,2016-08-26,2016-09-15,TX,29.0,0.0,51.0,20.0,2016-11-08
ipsos-reuters-25572,408,2016-08-26,2016-09-15,UT,29.0,0.0,48.0,23.0,2016-11-08
ipsos-reuters-25573,510,2016-08-26,2016-09-15,VA,47.0,0.0,38.0,15.0,2016-11-08
ipsos-reuters-25574,733,2016-08-26,2016-09-15,WA,47.0,0.0,37.0,16.0,2016-11-08
ipsos-reuters-25575,295,2016-08-26,2016-09-15,WV,39.0,0.0,49.0,12.0,2016-11-08
ipsos-reuters-25576,695,2016-08-26,2016-09-15,WI,43.0,0.0,40.0,17.0,2016-11-08
ipsos-reuters-25580,549,2016-08-26,2016-09-15,NV,38.0,0.0,41.0,21.0,2016-11-08
ipsos-reuters-25678,648,2016-09-02,2016-09-22,AL,39.0,0.0,53.0,8.0,2016-11-08
ipsos-reuters-25679,665,2016-09-02,2016-09-22,AZ,42.0,0.0,48.0,10.0,2016-11-08
ipsos-reuters-25680,433,2016-09-02,2016-09-22,AR,41.0,0.0,49.0,10.0,2016-11-08
ipsos-reuters-25681,1468,2016-09-02,2016-09-22,CA,60.0,0.0,28.0,12.0,2016-11-08
ipsos-reuters-25683,534,2016-09-02,2016-09-22,CO,42.0,0.0,44.0,14.0,2016-11-08
ipsos-reuters-25684,662,2016-09-02,2016-09-22,CT,47.0,0.0,37.0,16.0,2016-11-08
ipsos-reuters-25685,1167,2016-09-02,2016-09-22,FL,49.0,0.0,45.0,6.0,2016-11-08
ipsos-reuters-25686,685,2016-09-02,2016-09-22,WI,41.0,0.0,41.0,18.0,2016-11-08
ipsos-reuters-25687,947,2016-09-02,2016-09-22,GA,43.0,0.0,46.0,11.0,2016-11-08
ipsos-reuters-25688,301,2016-09-02,2016-09-22,WV,35.0,0.0,52.0,13.0,2016-11-08
ipsos-reuters-25689,273,2016-09-02,2016-09-22,ID,32.0,0.0,55.0,13.0,2016-11-08
ipsos-reuters-25690,705,2016-09-02,2016-09-22,WA,49.0,0.0,35.0,16.0,2016-11-08
ipsos-reuters-25691,644,2016-09-02,2016-09-22,IL,53.0,0.0,31.0,16.0,2016-11-08
ipsos-reuters-25692,674,2016-09-02,2016-09-22,IN,35.0,0.0,54.0,11.0,2016-11-08
ipsos-reuters-25693,532,2016-09-02,2016-09-22,VA,47.0,0.0,40.0,13.0,2016-11-08
ipsos-reuters-25694,425,2016-09-02,2016-09-22,UT,31.0,0.0,48.0,21.0,2016-11-08
ipsos-reuters-25695,875,2016-09-02,2016-09-22,TX,33.0,0.0,48.0,19.0,2016-11-08
ipsos-reuters-25696,521,2016-09-02,2016-09-22,IA,41.0,0.0,51.0,8.0,2016-11-08
ipsos-reuters-25697,472,2016-09-02,2016-09-22,KS,36.0,0.0,51.0,13.0,2016-11-08
ipsos-reuters-25698,651,2016-09-02,2016-09-22,TN,33.0,0.0,47.0,20.0,2016-11-08
ipsos-reuters-25699,522,2016-09-02,2016-09-22,KY,37.0,0.0,54.0,9.0,2016-11-08
ipsos-reuters-25700,716,2016-09-02,2016-09-22,SC,43.0,0.0,50.0,7.0,2016-11-08
ipsos-reuters-25701,506,2016-09-02,2016-09-22,LA,36.0,0.0,52.0,12.0,2016-11-08
ipsos-reuters-25702,709,2016-09-02,2016-09-22,PA,46.0,0.0,46.0,8.0,2016-11-08
ipsos-reuters-25703,505,2016-09-02,2016-09-22,OR,44.0,0.0,41.0,15.0,2016-11-08
ipsos-reuters-25704,306,2016-09-02,2016-09-22,ME,40.0,0.0,38.0,22.0,2016-11-08
ipsos-reuters-25705,628,2016-09-02,2016-09-22,MD,50.0,0.0,34.0,16.0,2016-11-08
ipsos-reuters-25706,547,2016-09-02,2016-09-22,OK,30.0,0.0,55.0,15.0,2016-11-08
ipsos-reuters-25707,692,2016-09-02,2016-09-22,MA,54.0,0.0,30.0,16.0,2016-11-08
ipsos-reuters-25708,550,2016-09-02,2016-09-22,OH,46.0,0.0,43.0,11.0,2016-11-08
ipsos-reuters-25709,957,2016-09-02,2016-09-22,MI,43.0,0.0,42.0,15.0,2016-11-08
ipsos-reuters-25710,578,2016-09-02,2016-09-22,MN,43.0,0.0,36.0,21.0,2016-11-08
ipsos-reuters-25711,365,2016-09-02,2016-09-22,MS,38.0,0.0,50.0,12.0,2016-11-08
ipsos-reuters-25712,520,2016-09-02,2016-09-22,NC,49.0,0.0,43.0,8.0,2016-11-08
ipsos-reuters-25713,1113,2016-09-02,2016-09-22,NY,53.0,0.0,34.0,13.0,2016-11-08
ipsos-reuters-25714,660,2016-09-02,2016-09-22,MO,35.0,0.0,51.0,14.0,2016-11-08
ipsos-reuters-25715,953,2016-09-02,2016-09-22,NJ,50.0,0.0,32.0,18.0,2016-11-08
ipsos-reuters-25716,277,2016-09-02,2016-09-22,NE,31.0,0.0,54.0,15.0,2016-11-08
ipsos-reuters-25717,283,2016-09-02,2016-09-22,NH,51.0,0.0,36.0,13.0,2016-11-08
ipsos-reuters-25718,542,2016-09-02,2016-09-22,NV,45.0,0.0,45.0,10.0,2016-11-08
ipsos-reuters-25850,518,2016-09-09,2016-09-29,AL,37.0,0.0,56.0,7.0,2016-11-08
ipsos-reuters-25851,802,2016-09-09,2016-09-29,AZ,44.0,0.0,46.0,10.0,2016-11-08
ipsos-reuters-25852,462,2016-09-09,2016-09-29,AR,41.0,0.0,50.0,9.0,2016-11-08
ipsos-reuters-25853,1610,2016-09-09,2016-09-29,CA,64.0,0.0,24.0,12.0,2016-11-08
ipsos-reuters-25854,622,2016-09-09,2016-09-29,CO,43.0,0.0,45.0,12.0,2016-11-08
ipsos-reuters-25855,666,2016-09-09,2016-09-29,CT,52.0,0.0,34.0,14.0,2016-11-08
ipsos-reuters-25856,1030,2016-09-09,2016-09-29,FL,48.0,0.0,46.0,6.0,2016-11-08
ipsos-reuters-25857,508,2016-09-09,2016-09-29,GA,38.0,0.0,51.0,11.0,2016-11-08
ipsos-reuters-25858,276,2016-09-09,2016-09-29,ID,27.0,0.0,60.0,13.0,2016-11-08
ipsos-reuters-25859,641,2016-09-09,2016-09-29,IL,53.0,0.0,33.0,14.0,2016-11-08
ipsos-reuters-25860,688,2016-09-09,2016-09-29,IN,36.0,0.0,53.0,11.0,2016-11-08
ipsos-reuters-25861,501,2016-09-09,2016-09-29,IA,42.0,0.0,49.0,9.0,2016-11-08
ipsos-reuters-25862,498,2016-09-09,2016-09-29,KS,34.0,0.0,54.0,12.0,2016-11-08
ipsos-reuters-25863,593,2016-09-09,2016-09-29,KY,38.0,0.0,56.0,6.0,2016-11-08
ipsos-reuters-25864,585,2016-09-09,2016-09-29,LA,38.0,0.0,50.0,12.0,2016-11-08
ipsos-reuters-25865,326,2016-09-09,2016-09-29,ME,45.0,0.0,34.0,21.0,2016-11-08
ipsos-reuters-25866,669,2016-09-09,2016-09-29,MD,52.0,0.0,33.0,15.0,2016-11-08
ipsos-reuters-25867,780,2016-09-09,2016-09-29,MA,50.0,0.0,28.0,22.0,2016-11-08
ipsos-reuters-25868,608,2016-09-09,2016-09-29,MI,39.0,0.0,39.0,22.0,2016-11-08
ipsos-reuters-25869,615,2016-09-09,2016-09-29,MN,43.0,0.0,35.0,22.0,2016-11-08
ipsos-reuters-25870,385,2016-09-09,2016-09-29,MS,38.0,0.0,49.0,13.0,2016-11-08
ipsos-reuters-25871,708,2016-09-09,2016-09-29,MO,36.0,0.0,48.0,16.0,2016-11-08
ipsos-reuters-25872,324,2016-09-09,2016-09-29,NE,33.0,0.0,51.0,16.0,2016-11-08
ipsos-reuters-25873,580,2016-09-09,2016-09-29,NV,42.0,0.0,44.0,14.0,2016-11-08
ipsos-reuters-25874,276,2016-09-09,2016-09-29,NH,47.0,0.0,41.0,12.0,2016-11-08
ipsos-reuters-25875,606,2016-09-09,2016-09-29,NJ,47.0,0.0,34.0,19.0,2016-11-08
ipsos-reuters-25877,1259,2016-09-09,2016-09-29,NY,49.0,0.0,29.0,22.0,2016-11-08
ipsos-reuters-25878,1014,2016-09-09,2016-09-29,NC,48.0,0.0,44.0,8.0,2016-11-08
ipsos-reuters-25879,769,2016-09-09,2016-09-29,OH,44.0,0.0,43.0,13.0,2016-11-08
ipsos-reuters-25880,590,2016-09-09,2016-09-29,OK,31.0,0.0,54.0,15.0,2016-11-08
ipsos-reuters-25881,583,2016-09-09,2016-09-29,OR,48.0,0.0,38.0,14.0,2016-11-08
ipsos-reuters-25882,938,2016-09-09,2016-09-29,PA,45.0,0.0,42.0,13.0,2016-11-08
ipsos-reuters-25883,519,2016-09-09,2016-09-29,SC,44.0,0.0,49.0,7.0,2016-11-08
ipsos-reuters-25884,712,2016-09-09,2016-09-29,TN,35.0,0.0,47.0,18.0,2016-11-08
ipsos-reuters-25885,916,2016-09-09,2016-09-29,TX,33.0,0.0,48.0,19.0,2016-11-08
ipsos-reuters-25886,463,2016-09-09,2016-09-29,UT,34.0,0.0,50.0,16.0,2016-11-08
ipsos-reuters-25887,1005,2016-09-09,2016-09-29,VA,48.0,0.0,40.0,12.0,2016-11-08
ipsos-reuters-25888,788,2016-09-09,2016-09-29,WA,49.0,0.0,35.0,16.0,2016-11-08
ipsos-reuters-25889,351,2016-09-09,2016-09-29,WV,33.0,0.0,53.0,14.0,2016-11-08
ipsos-reuters-25890,751,2016-09-09,2016-09-29,WI,42.0,0.0,42.0,16.0,2016-11-08
ipsos-reuters-26097,580,2016-09-16,2016-10-06,AL,37.0,0.0,57.0,6.0,2016-11-08
ipsos-reuters-26098,903,2016-09-16,2016-10-06,AZ,42.0,0.0,49.0,9.0,2016-11-08
ipsos-reuters-26099,475,2016-09-16,2016-10-06,AR,38.0,0.0,53.0,9.0,2016-11-08
ipsos-reuters-26100,1885,2016-09-16,2016-10-06,CA,61.0,0.0,28.0,11.0,2016-11-08
ipsos-reuters-26101,710,2016-09-16,2016-10-06,CO,45.0,0.0,45.0,10.0,2016-11-08
ipsos-reuters-26102,506,2016-09-16,2016-10-06,CT,53.0,0.0,35.0,12.0,2016-11-08
ipsos-reuters-26103,1360,2016-09-16,2016-10-06,FL,49.0,0.0,44.0,7.0,2016-11-08
ipsos-reuters-26104,583,2016-09-16,2016-10-06,GA,43.0,0.0,48.0,9.0,2016-11-08
ipsos-reuters-26105,320,2016-09-16,2016-10-06,ID,31.0,0.0,55.0,14.0,2016-11-08
ipsos-reuters-26106,873,2016-09-16,2016-10-06,IL,57.0,0.0,31.0,12.0,2016-11-08
ipsos-reuters-26107,844,2016-09-16,2016-10-06,IN,37.0,0.0,50.0,13.0,2016-11-08
ipsos-reuters-26108,528,2016-09-16,2016-10-06,IA,44.0,0.0,46.0,10.0,2016-11-08
ipsos-reuters-26109,556,2016-09-16,2016-10-06,KS,35.0,0.0,55.0,10.0,2016-11-08
ipsos-reuters-26110,627,2016-09-16,2016-10-06,KY,37.0,0.0,57.0,6.0,2016-11-08
ipsos-reuters-26111,631,2016-09-16,2016-10-06,LA,36.0,0.0,51.0,13.0,2016-11-08
ipsos-reuters-26112,303,2016-09-16,2016-10-06,ME,46.0,0.0,33.0,21.0,2016-11-08
ipsos-reuters-26113,705,2016-09-16,2016-10-06,MD,53.0,0.0,32.0,15.0,2016-11-08
ipsos-reuters-26114,904,2016-09-16,2016-10-06,MA,49.0,0.0,30.0,21.0,2016-11-08
ipsos-reuters-26115,687,2016-09-16,2016-10-06,MI,45.0,0.0,38.0,17.0,2016-11-08
ipsos-reuters-26116,720,2016-09-16,2016-10-06,MN,42.0,0.0,38.0,20.0,2016-11-08
ipsos-reuters-26117,405,2016-09-16,2016-10-06,MS,40.0,0.0,51.0,9.0,2016-11-08
ipsos-reuters-26118,871,2016-09-16,2016-10-06,MO,37.0,0.0,49.0,14.0,2016-11-08
ipsos-reuters-26119,356,2016-09-16,2016-10-06,NE,32.0,0.0,48.0,20.0,2016-11-08
ipsos-reuters-26120,620,2016-09-16,2016-10-06,NV,46.0,0.0,42.0,12.0,2016-11-08
ipsos-reuters-26121,293,2016-09-16,2016-10-06,NH,49.0,0.0,40.0,11.0,2016-11-08
ipsos-reuters-26122,595,2016-09-16,2016-10-06,NJ,49.0,0.0,34.0,17.0,2016-11-08
ipsos-reuters-26123,263,2016-09-16,2016-10-06,NM,49.0,0.0,36.0,15.0,2016-11-08
ipsos-reuters-26124,1437,2016-09-16,2016-10-06,NY,55.0,0.0,31.0,14.0,2016-11-08
ipsos-reuters-26125,600,2016-09-16,2016-10-06,NC,44.0,0.0,43.0,13.0,2016-11-08
ipsos-reuters-26126,822,2016-09-16,2016-10-06,OH,46.0,0.0,43.0,11.0,2016-11-08
ipsos-reuters-26127,638,2016-09-16,2016-10-06,OK,33.0,0.0,53.0,14.0,2016-11-08
ipsos-reuters-26128,626,2016-09-16,2016-10-06,OR,51.0,0.0,36.0,13.0,2016-11-08
ipsos-reuters-26129,890,2016-09-16,2016-10-06,PA,49.0,0.0,43.0,8.0,2016-11-08
ipsos-reuters-26130,528,2016-09-16,2016-10-06,SC,47.0,0.0,48.0,5.0,2016-11-08
ipsos-reuters-26131,800,2016-09-16,2016-10-06,TN,34.0,0.0,49.0,17.0,2016-11-08
ipsos-reuters-26132,1111,2016-09-16,2016-10-06,TX,34.0,0.0,50.0,16.0,2016-11-08
ipsos-reuters-26133,515,2016-09-16,2016-10-06,UT,33.0,0.0,48.0,19.0,2016-11-08
ipsos-reuters-26134,594,2016-09-16,2016-10-06,VA,50.0,0.0,39.0,11.0,2016-11-08
ipsos-reuters-26135,504,2016-09-16,2016-10-06,WA,51.0,0.0,33.0,16.0,2016-11-08
ipsos-reuters-26136,371,2016-09-16,2016-10-06,WV,36.0,0.0,55.0,9.0,2016-11-08
ipsos-reuters-26137,866,2016-09-16,2016-10-06,WI,46.0,0.0,42.0,12.0,2016-11-08
ipsos-reuters-26344,263,2016-09-23,2016-10-13,NM,44.0,0.0,36.0,20.0,2016-11-08
ipsos-reuters-26344,281,2016-09-23,2016-10-13,ME,48.0,0.0,35.0,17.0,2016-11-08
ipsos-reuters-26344,282,2016-09-23,2016-10-13,NH,46.0,0.0,42.0,12.0,2016-11-08
ipsos-reuters-26344,323,2016-09-23,2016-10-13,ID,31.0,0.0,54.0,15.0,2016-11-08
ipsos-reuters-26344,360,2016-09-23,2016-10-13,WV,41.0,0.0,54.0,5.0,2016-11-08
ipsos-reuters-26344,386,2016-09-23,2016-10-13,NE,33.0,0.0,49.0,18.0,2016-11-08
ipsos-reuters-26344,404,2016-09-23,2016-10-13,MS,41.0,0.0,49.0,10.0,2016-11-08
ipsos-reuters-26344,495,2016-09-23,2016-10-13,AR,36.0,0.0,52.0,12.0,2016-11-08
ipsos-reuters-26344,543,2016-09-23,2016-10-13,UT,35.0,0.0,41.0,24.0,2016-11-08
ipsos-reuters-26344,549,2016-09-23,2016-10-13,IA,45.0,0.0,44.0,11.0,2016-11-08
ipsos-reuters-26344,550,2016-09-23,2016-10-13,AL,38.0,0.0,54.0,8.0,2016-11-08
ipsos-reuters-26344,565,2016-09-23,2016-10-13,KS,38.0,0.0,50.0,12.0,2016-11-08
ipsos-reuters-26344,576,2016-09-23,2016-10-13,KY,39.0,0.0,53.0,8.0,2016-11-08
ipsos-reuters-26344,612,2016-09-23,2016-10-13,IL,60.0,0.0,27.0,13.0,2016-11-08
ipsos-reuters-26344,616,2016-09-23,2016-10-13,OR,47.0,0.0,37.0,16.0,2016-11-08
ipsos-reuters-26344,641,2016-09-23,2016-10-13,NV,41.0,0.0,39.0,20.0,2016-11-08
ipsos-reuters-26344,644,2016-09-23,2016-10-13,LA,36.0,0.0,49.0,15.0,2016-11-08
ipsos-reuters-26344,647,2016-09-23,2016-10-13,OK,36.0,0.0,51.0,13.0,2016-11-08
ipsos-reuters-26344,686,2016-09-23,2016-10-13,MD,54.0,0.0,32.0,14.0,2016-11-08
ipsos-reuters-26344,689,2016-09-23,2016-10-13,MN,43.0,0.0,36.0,21.0,2016-11-08
ipsos-reuters-26344,695,2016-09-23,2016-10-13,CO,47.0,0.0,41.0,12.0,2016-11-08
ipsos-reuters-26344,741,2016-09-23,2016-10-13,CT,53.0,0.0,36.0,11.0,2016-11-08
ipsos-reuters-26344,751,2016-09-23,2016-10-13,SC,46.0,0.0,49.0,5.0,2016-11-08
ipsos-reuters-26344,799,2016-09-23,2016-10-13,TN,35.0,0.0,47.0,18.0,2016-11-08
ipsos-reuters-26344,810,2016-09-23,2016-10-13,WI,42.0,0.0,37.0,21.0,2016-11-08
ipsos-reuters-26344,812,2016-09-23,2016-10-13,MO,36.0,0.0,48.0,16.0,2016-11-08
ipsos-reuters-26344,822,2016-09-23,2016-10-13,IN,38.0,0.0,47.0,15.0,2016-11-08
ipsos-reuters-26344,831,2016-09-23,2016-10-13,TX,32.0,0.0,57.0,11.0,2016-11-08
ipsos-reuters-26344,905,2016-09-23,2016-10-13,WA,47.0,0.0,37.0,16.0,2016-11-08
ipsos-reuters-26344,986,2016-09-23,2016-10-13,NY,53.0,0.0,27.0,20.0,2016-11-08
ipsos-reuters-26344,1020,2016-09-23,2016-10-13,GA,42.0,0.0,50.0,8.0,2016-11-08
ipsos-reuters-26344,1075,2016-09-23,2016-10-13,VA,49.0,0.0,39.0,12.0,2016-11-08
ipsos-reuters-26344,1084,2016-09-23,2016-10-13,NJ,50.0,0.0,32.0,18.0,2016-11-08
ipsos-reuters-26344,1196,2016-09-23,2016-10-13,CA,66.0,0.0,22.0,12.0,2016-11-08
ipsos-reuters-26344,1665,2016-09-23,2016-10-13,AZ,39.0,0.0,45.0,16.0,2016-11-08
ipsos-reuters-26344,1799,2016-09-23,2016-10-13,FL,48.0,0.0,42.0,10.0,2016-11-08
ipsos-reuters-26344,2059,2016-09-23,2016-10-13,NC,46.0,0.0,42.0,12.0,2016-11-08
ipsos-reuters-26344,2192,2016-09-23,2016-10-13,MI,44.0,0.0,37.0,19.0,2016-11-08
ipsos-reuters-26344,2192,2016-09-23,2016-10-13,OH,42.0,0.0,43.0,15.0,2016-11-08
ipsos-reuters-26344,2271,2016-09-23,2016-10-13,PA,46.0,0.0,42.0,12.0,2016-11-08
ipsos-reuters-26407,262,2016-09-30,2016-10-20,NH,45.0,0.0,39.0,16.0,2016-11-08
ipsos-reuters-26407,287,2016-09-30,2016-10-20,ID,35.0,0.0,51.0,14.0,2016-11-08
ipsos-reuters-26407,324,2016-09-30,2016-10-20,WV,39.0,0.0,56.0,5.0,2016-11-08
ipsos-reuters-26407,326,2016-09-30,2016-10-20,NE,35.0,0.0,47.0,18.0,2016-11-08
ipsos-reuters-26407,367,2016-09-30,2016-10-20,MS,37.0,0.0,52.0,11.0,2016-11-08
ipsos-reuters-26407,464,2016-09-30,2016-10-20,AR,34.0,0.0,53.0,13.0,2016-11-08
ipsos-reuters-26407,508,2016-09-30,2016-10-20,UT,29.0,0.0,41.0,30.0,2016-11-08
ipsos-reuters-26407,517,2016-09-30,2016-10-20,KS,38.0,0.0,50.0,12.0,2016-11-08
ipsos-reuters-26407,530,2016-09-30,2016-10-20,IL,57.0,0.0,28.0,15.0,2016-11-08
ipsos-reuters-26407,533,2016-09-30,2016-10-20,MD,53.0,0.0,29.0,18.0,2016-11-08
ipsos-reuters-26407,537,2016-09-30,2016-10-20,IA,46.0,0.0,43.0,11.0,2016-11-08
ipsos-reuters-26407,553,2016-09-30,2016-10-20,MN,44.0,0.0,32.0,24.0,2016-11-08
ipsos-reuters-26407,562,2016-09-30,2016-10-20,NV,48.0,0.0,43.0,9.0,2016-11-08
ipsos-reuters-26407,575,2016-09-30,2016-10-20,CO,45.0,0.0,41.0,14.0,2016-11-08
ipsos-reuters-26407,589,2016-09-30,2016-10-20,OK,36.0,0.0,51.0,13.0,2016-11-08
ipsos-reuters-26407,611,2016-09-30,2016-10-20,MO,37.0,0.0,48.0,15.0,2016-11-08
ipsos-reuters-26407,612,2016-09-30,2016-10-20,LA,35.0,0.0,51.0,14.0,2016-11-08
ipsos-reuters-26407,636,2016-09-30,2016-10-20,TN,35.0,0.0,44.0,21.0,2016-11-08
ipsos-reuters-26407,646,2016-09-30,2016-10-20,WI,45.0,0.0,42.0,13.0,2016-11-08
ipsos-reuters-26407,647,2016-09-30,2016-10-20,CT,53.0,0.0,35.0,12.0,2016-11-08
ipsos-reuters-26407,648,2016-09-30,2016-10-20,MA,57.0,0.0,25.0,18.0,2016-11-08
ipsos-reuters-26407,666,2016-09-30,2016-10-20,IN,38.0,0.0,49.0,13.0,2016-11-08
ipsos-reuters-26407,671,2016-09-30,2016-10-20,SC,44.0,0.0,51.0,5.0,2016-11-08
ipsos-reuters-26407,675,2016-09-30,2016-10-20,AZ,43.0,0.0,45.0,12.0,2016-11-08
ipsos-reuters-26407,724,2016-09-30,2016-10-20,WA,46.0,0.0,42.0,12.0,2016-11-08
ipsos-reuters-26407,755,2016-09-30,2016-10-20,NC,47.0,0.0,43.0,10.0,2016-11-08
ipsos-reuters-26407,758,2016-09-30,2016-10-20,TX,39.0,0.0,52.0,9.0,2016-11-08
ipsos-reuters-26407,773,2016-09-30,2016-10-20,AL,38.0,0.0,52.0,10.0,2016-11-08
