question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct
127417,68036,2020,,1416,Harris Insights & Analytics,960,Hill.TV,HarrisX,133,Harris Insights & Analytics,C,2828,rv,rv,Online,U.S. President,0,,8/8/20,8/11/20,11/3/20,"",false,,,false,false,8/12/20 17:46,"",https://thehill.com/hilltv/what-americas-thinking/511751-poll-trump-trails-biden-by-4-points-in-new-national-survey,general,6210,Trump,13254,Donald Trump,REP,40.0
127403,68030,2020,,399,Rasmussen Reports/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,3000,lv,lv,IVR/Online,U.S. President,0,,8/5/20,8/11/20,11/3/20,"",false,,,false,false,8/12/20 11:37,"",https://www.rasmussenreports.com/public_content/politics/elections/election_2020/white_house_watch_aug12,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,49.4
127403,68030,2020,,399,Rasmussen Reports/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,3000,lv,lv,IVR/Online,U.S. President,0,,8/5/20,8/11/20,11/3/20,"",false,,,false,false,8/12/20 11:37,"",https://www.rasmussenreports.com/public_content/politics/elections/election_2020/white_house_watch_aug12,general,6210,Trump,13254,Donald Trump,REP,42.53
127475,68061,2020,,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A+,1118,rv,rv,Live Phone,U.S. President,0,,8/3/20,8/11/20,11/3/20,"",false,,,false,false,8/14/20 06:25,,http://maristpoll.marist.edu/wp-content/uploads/2020/08/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-TABLES_202008121039.pdf,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,53.0
127475,68061,2020,,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A+,1118,rv,rv,Live Phone,U.S. President,0,,8/3/20,8/11/20,11/3/20,"",false,,,false,false,8/14/20 06:25,,http://maristpoll.marist.edu/wp-content/uploads/2020/08/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-TABLES_202008121039.pdf,general,6210,Trump,13254,Donald Trump,REP,42.0
128124,68438,2020,Wisconsin,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,797,lv,lv,Online,U.S. President,0,,8/2/20,8/11/20,11/3/20,"",false,,TRUE,false,false,9/2/20 20:32,,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,general,6259,Biden,13256,Joseph R. Biden Jr.,DEM,50.0
128124,68438,2020,Wisconsin,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,797,lv,lv,Online,U.S. President,0,,8/2/20,8/11/20,11/3/20,"",false,,TRUE,false,false,9/2/20 20:32,,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,general,6259,Trump,13254,Donald Trump,REP,42.0
127447,68053,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,4000,lv,lv,Online,U.S. President,0,,8/10/20,8/10/20,11/3/20,"",false,,TRUE,false,false,8/13/20 12:26,,https://twitter.com/MorningConsult/status/1293955477437427713,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,50.0
127447,68053,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,4000,lv,lv,Online,U.S. President,0,,8/10/20,8/10/20,11/3/20,"",false,,TRUE,false,false,8/13/20 12:26,,https://twitter.com/MorningConsult/status/1293955477437427713,general,6210,Trump,13254,Donald Trump,REP,43.0
127376,68018,2020,,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B/C,1983,rv,rv,Online,U.S. President,0,,8/9/20,8/10/20,11/3/20,"",false,,,false,false,8/12/20 06:05,,https://www.politico.com/f/?id=00000173-df62-d479-af73-ff7a463c0000,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,49.0
127376,68018,2020,,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B/C,1983,rv,rv,Online,U.S. President,0,,8/9/20,8/10/20,11/3/20,"",false,,,false,false,8/12/20 06:05,,https://www.politico.com/f/?id=00000173-df62-d479-af73-ff7a463c0000,general,6210,Trump,13254,Donald Trump,REP,40.0
127376,68018,2020,,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B/C,1983,rv,rv,Online,U.S. President,0,,8/9/20,8/10/20,11/3/20,"",false,,,false,false,8/12/20 06:05,,https://www.politico.com/f/?id=00000173-df62-d479-af73-ff7a463c0000,general,6210,West,14699,Kanye West,IND,2.0
127325,67998,2020,Minnesota,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,733,lv,lv,Online/Text,U.S. President,0,,8/8/20,8/10/20,11/3/20,"",false,,,false,false,8/11/20 12:00,,https://emersonpolling.reportablenews.com/pr/minnesota-2020-north-star-state-in-play-for-presidential-and-us-senate-races,general,6234,Biden,13256,Joseph R. Biden Jr.,DEM,51.0
127325,67998,2020,Minnesota,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,733,lv,lv,Online/Text,U.S. President,0,,8/8/20,8/10/20,11/3/20,"",false,,,false,false,8/11/20 12:00,,https://emersonpolling.reportablenews.com/pr/minnesota-2020-north-star-state-in-play-for-presidential-and-us-senate-races,general,6234,Trump,13254,Donald Trump,REP,49.0
127352,68005,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,661,lv,lv,IVR/Online,U.S. President,0,,8/8/20,8/10/20,11/3/20,"",false,,,false,false,8/11/20 19:05,,https://emersonpolling.reportablenews.com/pr/north-carolina-pennsylvania-and-arizona-2020-tight-races-in-battleground-states-leading-into-party-conventions,general,6214,Biden,13256,Joseph R. Biden Jr.,DEM,53.3
127352,68005,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,661,lv,lv,IVR/Online,U.S. President,0,,8/8/20,8/10/20,11/3/20,"",false,,,false,false,8/11/20 19:05,,https://emersonpolling.reportablenews.com/pr/north-carolina-pennsylvania-and-arizona-2020-tight-races-in-battleground-states-leading-into-party-conventions,general,6214,Trump,13254,Donald Trump,REP,46.7
127353,68006,2020,North Carolina,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,673,lv,lv,IVR/Online,U.S. President,0,,8/8/20,8/10/20,11/3/20,"",false,,,false,false,8/11/20 19:05,,https://emersonpolling.reportablenews.com/pr/north-carolina-pennsylvania-and-arizona-2020-tight-races-in-battleground-states-leading-into-party-conventions,general,6238,Biden,13256,Joseph R. Biden Jr.,DEM,49.41
127353,68006,2020,North Carolina,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,673,lv,lv,IVR/Online,U.S. President,0,,8/8/20,8/10/20,11/3/20,"",false,,,false,false,8/11/20 19:05,,https://emersonpolling.reportablenews.com/pr/north-carolina-pennsylvania-and-arizona-2020-tight-races-in-battleground-states-leading-into-party-conventions,general,6238,Trump,13254,Donald Trump,REP,50.59
127354,68007,2020,Pennsylvania,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,843,lv,lv,IVR/Online,U.S. President,0,,8/8/20,8/10/20,11/3/20,"",false,,,false,false,8/11/20 19:05,,https://emersonpolling.reportablenews.com/pr/north-carolina-pennsylvania-and-arizona-2020-tight-races-in-battleground-states-leading-into-party-conventions,general,6249,Biden,13256,Joseph R. Biden Jr.,DEM,53.31
127354,68007,2020,Pennsylvania,1102,Emerson College,"","",Emerson College,88,Emerson College,A-,843,lv,lv,IVR/Online,U.S. President,0,,8/8/20,8/10/20,11/3/20,"",false,,,false,false,8/11/20 19:05,,https://emersonpolling.reportablenews.com/pr/north-carolina-pennsylvania-and-arizona-2020-tight-races-in-battleground-states-leading-into-party-conventions,general,6249,Trump,13254,Donald Trump,REP,46.69
127549,68090,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,12000,lv,lv,Online,U.S. President,0,,8/8/20,8/10/20,11/3/20,"",false,,TRUE,false,false,8/17/20 18:05,,https://morningconsult.com/2020-presidential-election-tracker/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,51.0
127549,68090,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,12000,lv,lv,Online,U.S. President,0,,8/8/20,8/10/20,11/3/20,"",false,,TRUE,false,false,8/17/20 18:05,,https://morningconsult.com/2020-presidential-election-tracker/,general,6210,Trump,13254,Donald Trump,REP,43.0
127327,67999,2020,,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,785,rv,rv,Live Phone,U.S. President,0,,8/6/20,8/10/20,11/3/20,"",false,,,false,false,8/11/20 12:02,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_081120.pdf/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,51.0
127327,67999,2020,,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,785,rv,rv,Live Phone,U.S. President,0,,8/6/20,8/10/20,11/3/20,"",false,,,false,false,8/11/20 12:02,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_081120.pdf/,general,6210,Trump,13254,Donald Trump,REP,41.0
127327,67999,2020,,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,785,rv,rv,Live Phone,U.S. President,0,,8/6/20,8/10/20,11/3/20,"",false,,,false,false,8/11/20 12:02,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_081120.pdf/,general,6210,Jorgensen,14611,Jo Jorgensen,LIB,2.0
127327,67999,2020,,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,785,rv,rv,Live Phone,U.S. President,0,,8/6/20,8/10/20,11/3/20,"",false,,,false,false,8/11/20 12:02,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_081120.pdf/,general,6210,Hawkins,14612,Howie Hawkins,GRE,1.0
127476,68017,2020,,1406,Global Strategy Group/GBAO/Navigator Research,"","",Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO/Navigator Research,,1019,rv,rv,Online,U.S. President,0,,8/6/20,8/10/20,11/3/20,"",false,,,false,false,8/14/20 06:26,"",https://navigatorresearch.org/wp-content/uploads/2020/08/Navigating-Coronavirus-Full-Topline-F08.12.20.pdf,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,52.0
127476,68017,2020,,1406,Global Strategy Group/GBAO/Navigator Research,"","",Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO/Navigator Research,,1019,rv,rv,Online,U.S. President,0,,8/6/20,8/10/20,11/3/20,"",false,,,false,false,8/14/20 06:26,"",https://navigatorresearch.org/wp-content/uploads/2020/08/Navigating-Coronavirus-Full-Topline-F08.12.20.pdf,general,6210,Trump,13254,Donald Trump,REP,42.0
127443,68051,2020,North Carolina,988,Harper Polling,158,Civitas Institute,Harper Polling,132,Harper Polling,B/C,600,lv,lv,Live Phone,U.S. President,0,,8/6/20,8/10/20,11/3/20,"",false,,,false,false,8/13/20 12:14,,https://www.nccivitas.org/polling/biden-cunningham-slim-leads/,general,6238,Biden,13256,Joseph R. Biden Jr.,DEM,45.0
127443,68051,2020,North Carolina,988,Harper Polling,158,Civitas Institute,Harper Polling,132,Harper Polling,B/C,600,lv,lv,Live Phone,U.S. President,0,,8/6/20,8/10/20,11/3/20,"",false,,,false,false,8/13/20 12:14,,https://www.nccivitas.org/polling/biden-cunningham-slim-leads/,general,6238,Trump,13254,Donald Trump,REP,44.0
127443,68051,2020,North Carolina,988,Harper Polling,158,Civitas Institute,Harper Polling,132,Harper Polling,B/C,600,lv,lv,Live Phone,U.S. President,0,,8/6/20,8/10/20,11/3/20,"",false,,,false,false,8/13/20 12:14,,https://www.nccivitas.org/polling/biden-cunningham-slim-leads/,general,6238,Jorgensen,14611,Jo Jorgensen,LIB,2.0
127443,68051,2020,North Carolina,988,Harper Polling,158,Civitas Institute,Harper Polling,132,Harper Polling,B/C,600,lv,lv,Live Phone,U.S. President,0,,8/6/20,8/10/20,11/3/20,"",false,,,false,false,8/13/20 12:14,,https://www.nccivitas.org/polling/biden-cunningham-slim-leads/,general,6238,Blankenship,15856,Don Blankenship,CON,1.0
127443,68051,2020,North Carolina,988,Harper Polling,158,Civitas Institute,Harper Polling,132,Harper Polling,B/C,600,lv,lv,Live Phone,U.S. President,0,,8/6/20,8/10/20,11/3/20,"",false,,,false,false,8/13/20 12:14,,https://www.nccivitas.org/polling/biden-cunningham-slim-leads/,general,6238,Hawkins,14612,Howie Hawkins,GRE,1.0
127621,68133,2020,,1189,Morning Consult,1431,Murmuration,Morning Consult,218,Morning Consult,B/C,2200,a,a,Online,U.S. President,0,,8/4/20,8/10/20,11/3/20,"",false,,,false,false,8/20/20 09:25,,https://www.dropbox.com/s/3onzzvtzlpgdo4t/MC%20Poll%20Toplines.pdf,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,47.0
127621,68133,2020,,1189,Morning Consult,1431,Murmuration,Morning Consult,218,Morning Consult,B/C,2200,a,a,Online,U.S. President,0,,8/4/20,8/10/20,11/3/20,"",false,,,false,false,8/20/20 09:25,,https://www.dropbox.com/s/3onzzvtzlpgdo4t/MC%20Poll%20Toplines.pdf,general,6210,Trump,13254,Donald Trump,REP,36.0
128123,68437,2020,Wisconsin,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,797,lv,lv,Online,U.S. President,0,,8/1/20,8/10/20,11/3/20,"",false,,TRUE,false,false,9/2/20 20:32,,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,general,6259,Biden,13256,Joseph R. Biden Jr.,DEM,50.0
128123,68437,2020,Wisconsin,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,797,lv,lv,Online,U.S. President,0,,8/1/20,8/10/20,11/3/20,"",false,,TRUE,false,false,9/2/20 20:32,,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,general,6259,Trump,13254,Donald Trump,REP,43.0
127446,68052,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,4000,lv,lv,Online,U.S. President,0,,8/9/20,8/9/20,11/3/20,"",false,,TRUE,false,false,8/13/20 12:26,,https://twitter.com/MorningConsult/status/1293955477437427713,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,50.0
127446,68052,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,4000,lv,lv,Online,U.S. President,0,,8/9/20,8/9/20,11/3/20,"",false,,TRUE,false,false,8/13/20 12:26,,https://twitter.com/MorningConsult/status/1293955477437427713,general,6210,Trump,13254,Donald Trump,REP,43.0
127490,68068,2020,California,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,1904,lv,lv,Online,U.S. President,0,,8/9/20,8/9/20,11/3/20,"",false,,,false,false,8/14/20 14:49,,https://redfieldandwiltonstrategies.com/latest-california-presidential-voting-intention-9-august/,general,6215,Biden,13256,Joseph R. Biden Jr.,DEM,61.0
127490,68068,2020,California,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,1904,lv,lv,Online,U.S. President,0,,8/9/20,8/9/20,11/3/20,"",false,,,false,false,8/14/20 14:49,,https://redfieldandwiltonstrategies.com/latest-california-presidential-voting-intention-9-august/,general,6215,Trump,13254,Donald Trump,REP,25.0
127490,68068,2020,California,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,1904,lv,lv,Online,U.S. President,0,,8/9/20,8/9/20,11/3/20,"",false,,,false,false,8/14/20 14:49,,https://redfieldandwiltonstrategies.com/latest-california-presidential-voting-intention-9-august/,general,6215,Jorgensen,14611,Jo Jorgensen,LIB,1.0
127490,68068,2020,California,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,1904,lv,lv,Online,U.S. President,0,,8/9/20,8/9/20,11/3/20,"",false,,,false,false,8/14/20 14:49,,https://redfieldandwiltonstrategies.com/latest-california-presidential-voting-intention-9-august/,general,6215,Hawkins,14612,Howie Hawkins,GRE,1.0
127313,67992,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,11967,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,TRUE,false,false,8/10/20 23:49,"",https://morningconsult.com/2020-presidential-election-tracker/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,51.0
127313,67992,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,11967,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,TRUE,false,false,8/10/20 23:49,"",https://morningconsult.com/2020-presidential-election-tracker/,general,6210,Trump,13254,Donald Trump,REP,43.0
127361,68010,2020,,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,2143,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:35,,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,50.0
127361,68010,2020,,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,2143,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:35,,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,general,6210,Trump,13254,Donald Trump,REP,44.0
127361,68010,2020,,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,2143,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:35,,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,general,6210,Jorgensen,14611,Jo Jorgensen,LIB,3.0
127361,68010,2020,,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,2143,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:35,,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,general,6210,Hawkins,14612,Howie Hawkins,GRE,1.0
127362,68011,2020,Arizona,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,428,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:35,,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,general,6214,Biden,13256,Joseph R. Biden Jr.,DEM,45.0
127362,68011,2020,Arizona,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,428,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:35,,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,general,6214,Trump,13254,Donald Trump,REP,44.0
127363,68012,2020,Florida,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,469,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:35,"",https://www.changeresearch.com/post/states-of-play-battleground-wave-11,general,6220,Biden,13256,Joseph R. Biden Jr.,DEM,50.0
127363,68012,2020,Florida,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,469,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:35,"",https://www.changeresearch.com/post/states-of-play-battleground-wave-11,general,6220,Trump,13254,Donald Trump,REP,44.0
127364,68013,2020,Michigan,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,413,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:35,,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,general,6233,Biden,13256,Joseph R. Biden Jr.,DEM,48.0
127364,68013,2020,Michigan,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,413,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:35,,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,general,6233,Trump,13254,Donald Trump,REP,43.0
127365,68014,2020,North Carolina,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,491,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:35,,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,general,6238,Biden,13256,Joseph R. Biden Jr.,DEM,47.0
127365,68014,2020,North Carolina,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,491,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:35,,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,general,6238,Trump,13254,Donald Trump,REP,48.0
127366,68015,2020,Pennsylvania,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,456,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:35,,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,general,6249,Biden,13256,Joseph R. Biden Jr.,DEM,48.0
127366,68015,2020,Pennsylvania,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,456,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:35,,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,general,6249,Trump,13254,Donald Trump,REP,44.0
127367,68016,2020,Wisconsin,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,384,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:35,,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,general,6259,Biden,13256,Joseph R. Biden Jr.,DEM,47.0
127367,68016,2020,Wisconsin,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,384,lv,lv,Online,U.S. President,0,,8/7/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:35,,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,general,6259,Trump,13254,Donald Trump,REP,43.0
127359,68009,2020,Massachusetts,290,MassINC Polling Group,83,WBUR,MassINC Polling Group,198,MassINC Polling Group,A/B,501,lv,lv,Live Phone,U.S. President,0,,8/6/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:28,,https://d279m997dpfwgl.cloudfront.net/wp/2020/08/Topline-2020-09-WBUR-MA-faves-HR-mail.pdf,general,6230,Biden,13256,Joseph R. Biden Jr.,DEM,63.0
127359,68009,2020,Massachusetts,290,MassINC Polling Group,83,WBUR,MassINC Polling Group,198,MassINC Polling Group,A/B,501,lv,lv,Live Phone,U.S. President,0,,8/6/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 05:28,,https://d279m997dpfwgl.cloudfront.net/wp/2020/08/Topline-2020-09-WBUR-MA-faves-HR-mail.pdf,general,6230,Trump,13254,Donald Trump,REP,27.0
127405,68032,2020,Kansas,460,SurveyUSA,1392,Election Twitter,SurveyUSA,325,SurveyUSA,A,1202,lv,lv,IVR/Online,U.S. President,0,,8/5/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 14:01,"",http://www.surveyusa.com/client/PollReport.aspx?g=b7efcf1a-9519-4b36-95f6-5a05b8cc7f6d,general,6227,Biden,13256,Joseph R. Biden Jr.,DEM,41.0
127405,68032,2020,Kansas,460,SurveyUSA,1392,Election Twitter,SurveyUSA,325,SurveyUSA,A,1202,lv,lv,IVR/Online,U.S. President,0,,8/5/20,8/9/20,11/3/20,"",false,,,false,false,8/12/20 14:01,"",http://www.surveyusa.com/client/PollReport.aspx?g=b7efcf1a-9519-4b36-95f6-5a05b8cc7f6d,general,6227,Trump,13254,Donald Trump,REP,48.0
127332,68000,2020,Wisconsin,1075,Marquette University Law School,"","",Marquette Law School,195,Marquette University Law School,A/B,694,lv,lv,Live Phone,U.S. President,0,,8/4/20,8/9/20,11/3/20,"",false,,,false,false,8/11/20 13:17,,https://law.marquette.edu/poll/wp-content/uploads/2020/08/MLSP62ToplinesLV.pdf,general,6259,Biden,13256,Joseph R. Biden Jr.,DEM,50.0
127332,68000,2020,Wisconsin,1075,Marquette University Law School,"","",Marquette Law School,195,Marquette University Law School,A/B,694,lv,lv,Live Phone,U.S. President,0,,8/4/20,8/9/20,11/3/20,"",false,,,false,false,8/11/20 13:17,,https://law.marquette.edu/poll/wp-content/uploads/2020/08/MLSP62ToplinesLV.pdf,general,6259,Trump,13254,Donald Trump,REP,46.0
127333,68000,2020,Wisconsin,1075,Marquette University Law School,"","",Marquette Law School,195,Marquette University Law School,A/B,801,rv,rv,Live Phone,U.S. President,0,,8/4/20,8/9/20,11/3/20,"",false,,,false,false,8/11/20 13:22,,https://law.marquette.edu/poll/wp-content/uploads/2020/08/MLSP62ToplinesRV.pdf,general,6259,Biden,13256,Joseph R. Biden Jr.,DEM,50.0
127333,68000,2020,Wisconsin,1075,Marquette University Law School,"","",Marquette Law School,195,Marquette University Law School,A/B,801,rv,rv,Live Phone,U.S. President,0,,8/4/20,8/9/20,11/3/20,"",false,,,false,false,8/11/20 13:22,,https://law.marquette.edu/poll/wp-content/uploads/2020/08/MLSP62ToplinesRV.pdf,general,6259,Trump,13254,Donald Trump,REP,45.0
128122,68436,2020,Wisconsin,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,797,lv,lv,Online,U.S. President,0,,7/31/20,8/9/20,11/3/20,"",false,,TRUE,false,false,9/2/20 20:32,,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,general,6259,Biden,13256,Joseph R. Biden Jr.,DEM,50.0
128122,68436,2020,Wisconsin,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B/C,797,lv,lv,Online,U.S. President,0,,7/31/20,8/9/20,11/3/20,"",false,,TRUE,false,false,9/2/20 20:32,,https://morningconsult.com/form/wisconsin-presidential-election-tracking/,general,6259,Trump,13254,Donald Trump,REP,43.0
127435,68045,2020,Mississippi,172,Garin-Hart-Yang Research Group,"","",Garin-Hart-Yang Research Group,113,Garin-Hart-Yang Research Group,B/C,600,lv,lv,Live Phone,U.S. President,0,,7/30/20,8/9/20,11/3/20,Mike Espy,false,DEM,,false,false,8/13/20 11:50,,https://projects.fivethirtyeight.com/polls/20200813_MS.pdf,general,6236,Biden,13256,Joseph R. Biden Jr.,DEM,43.0
127435,68045,2020,Mississippi,172,Garin-Hart-Yang Research Group,"","",Garin-Hart-Yang Research Group,113,Garin-Hart-Yang Research Group,B/C,600,lv,lv,Live Phone,U.S. President,0,,7/30/20,8/9/20,11/3/20,Mike Espy,false,DEM,,false,false,8/13/20 11:50,,https://projects.fivethirtyeight.com/polls/20200813_MS.pdf,general,6236,Trump,13254,Donald Trump,REP,53.0
127343,68001,2020,Maine,114,Critical Insights,260,Bangor Daily News,Critical Insights,64,Critical Insights,C/D,500,rv,rv,Live Phone/Online,U.S. President,0,,7/28/20,8/9/20,11/3/20,"",false,,,false,false,8/11/20 14:01,,https://drive.google.com/file/d/1QvLIr-Xi1OsOA_Ulz6jtWJnCZSN-1JyH/view,general,6232,Biden,13256,Joseph R. Biden Jr.,DEM,44.0
127343,68001,2020,Maine,114,Critical Insights,260,Bangor Daily News,Critical Insights,64,Critical Insights,C/D,500,rv,rv,Live Phone/Online,U.S. President,0,,7/28/20,8/9/20,11/3/20,"",false,,,false,false,8/11/20 14:01,,https://drive.google.com/file/d/1QvLIr-Xi1OsOA_Ulz6jtWJnCZSN-1JyH/view,general,6232,Trump,13254,Donald Trump,REP,36.0
